user_id,cluster
04357a69-4d83-4a2b-a4a3-1409e6b2ab46,22
04370d74-d760-4d77-8211-e263bc86a114,3
04427c0a-2871-444d-9b6f-9829ed25d94a,3
0456a473-d5a7-48d0-8cbc-45601618c36a,13
046a44e8-69dd-4311-8fed-66456ebab1a4,0
046be3ff-71f5-4e5d-b776-573145b0cb82,8
04713a92-b775-4ba2-9b2c-9c7223b8094f,24
04862f6a-fe9f-4f20-9bb1-5be30c7b2e8c,7
04875a42-be9b-4154-a516-d1ad7adcd52e,3
0497b85f-1f81-49ed-b54c-d225a0960332,7
049e24b5-8639-43d6-8622-5934b17bb4eb,7
04a2e7fa-0716-4ef3-bcc8-a65b61acb7f5,21
04b85e16-1129-4c0f-a019-d09fa53ddf70,17
04d43cb7-1a25-4ed5-92a5-55d48d9544d1,15
04e52430-c1e3-480b-a72f-2e3bae498a4f,4
04eead9c-8f90-4d38-a85c-16423e0e6e6e,6
04f784c2-2641-4aa7-aa69-cf1c23a68778,13
050a143b-ccdb-431e-8c72-933f1fd38653,23
0530e8ff-6e97-4a8b-9697-341c0a1be22c,5
055bc29c-ca50-4d7e-8db6-628c622c28f2,10
05635e12-9ffc-4c47-9733-eb97c3734db9,8
05688e09-def2-4ebb-adaf-bba2189aeeae,3
05768b53-70b9-4775-b9d4-62437486ff5c,15
05891966-f27f-4fa4-ad78-a309cbc070a6,0
05985022-9ba2-4451-b99e-0620747f291f,19
059c34e4-3660-432e-8341-6c8e455d63e4,13
05ae9c1d-e67a-477e-b8cf-33c12d13f25d,4
05ca1080-5e33-4072-90e4-d95d2cd4faed,3
05cfa788-8e0b-4770-bddc-0032cd721ddb,11
05cff39a-4da2-4c8f-85be-f863eed707d4,24
05dfb2ea-3593-4ebf-b844-b77e034e3f5d,4
05e28af4-eb55-419d-817b-96347db1f315,4
05e925ff-4423-469a-99c2-9564726ba7de,17
05f22da8-26ca-4a0b-92eb-c12df3d10e76,10
06009ab4-686e-4690-bc77-00800ddc4393,8
06018489-d4b7-4388-aff4-76c32c9ed50b,20
0601d20d-f89b-421a-b274-c10bbaa5fa44,1
060663f9-ac63-4251-b2f0-29257c6f994a,20
0621ec57-27e9-46de-a925-5d2b9b6d458a,2
063194be-c7ee-4b0a-95da-c6d74b1f226c,14
063bb1d5-9761-4955-a48d-a596b1977b9c,8
0640fdec-22fb-499e-bea8-51eccfe9d725,16
06421c91-8210-44bf-95b7-f3c2e20bff45,16
0647811d-ed87-4453-bbd3-bda4b07e0727,19
066143cb-c0bc-4782-976e-dc1181a7cb46,10
067ceff9-ae90-4267-8ad2-9c671e776f5e,8
067e75a7-8b41-4eb4-b0f3-acc691b6fe0f,0
067e7779-5a61-4efb-8e27-dd1338f6913d,19
067f8640-bfdd-494c-8273-cc9d7099fad1,8
06807e63-f3e4-4f07-be86-b3c7b410bec1,2
0681e8e7-7193-4188-957f-690f42a8c874,15
069d8517-6133-4e2e-9c21-4d1bd90137cb,8
06a342ac-2cf7-48f3-b23a-f8bc45b1d48c,4
06a6faf8-0246-4f56-833c-70c2e5c20bf4,14
06cd7fd6-5f25-498a-bca1-e4b7de177694,6
06ceb890-7954-4db0-a2cd-be02910a261a,4
06d6cb63-2d52-4464-8150-d60ab79d8715,3
06e83933-7634-4ce8-b285-d25ad53fb34d,6
06eac7ba-bc30-4429-b7aa-bab45e98d1e6,11
06fe35be-fcb7-4e00-b1be-d4886aa924db,21
070a6699-c096-4603-9aa9-f9bb9ad3ebbf,11
0713d28c-66ac-4150-995e-46ae5dd2791f,9
071dacee-2849-44c8-ac6c-750f6a5f33f1,24
072abdd7-495c-4da8-a584-60db4edbc421,15
0731c89e-a71e-4d3c-9296-2773481a494d,6
073cdd2d-a2ea-4518-9aec-0db535553ec7,20
07452e5e-ecbf-496d-88be-f29a36a6c7db,22
07473cfa-e692-4ae5-922f-a2fc2e0b8068,11
075264ad-d6c8-4dac-ae62-b74ee80cc00b,19
0760241b-083d-4cd0-bad5-bbd6f0e40c86,2
0768fefd-b295-4f92-b420-e4962e790943,21
0769bcac-ae75-4b80-8d6c-747c7797dcd8,20
0781724b-7512-49df-818e-fa1bcf24eee0,5
078a5a6d-b9db-4020-849e-bb99b7616fe3,20
079bf803-26d8-4593-9545-b1c643aba6eb,14
07a32266-bbb4-4f24-a0ff-0d16c7a55289,4
07a38ea0-e272-47d0-8319-f529c791b3e9,7
07a38ea8-06b0-4627-9ac5-9f97e95d519d,6
07bfce0e-9ef3-473f-b7c1-1a3504338d71,24
07c79d71-364b-42f4-8183-f1a1dd3ad6ee,19
07ce3466-6fe6-4c3c-b9e5-641b0dcc4ced,19
07d3cace-d2f6-415d-bf21-bc271910996a,7
07d441a7-6e53-4a79-924d-045b5435aabb,4
07df63a5-04df-44d6-99ac-74a225d3ad53,19
07df9afc-2eaf-4fb6-af7b-64942b357ae7,10
07e04b3c-38ec-46c9-8d51-6ff54b3abfe9,3
07f6207c-8c31-4dcd-b58a-dc2594edb7b7,8
07fa40e6-4419-422b-b1f5-f3876e2c95bc,16
080b9e2c-480b-4a57-b5a5-55f990df095a,3
081c934c-45f4-4a37-9272-ea598d909bfc,7
08217b4a-22a5-48b3-beb8-186ee5c47f39,13
0825a7ea-8e3d-4cad-88e9-835e1e351c2b,6
08279224-1082-485a-82a3-fa8f40934ae1,16
08344ad5-8a32-4b4d-aece-f316ef5e7015,3
0837ab0c-2fb2-4bfd-9404-130b1297c68d,2
0855c286-21ba-44f7-962f-ec6c5d14b124,6
0858b7ab-d3d9-4a10-aeb7-e0aa45337944,4
085a8dbc-0981-424f-bea6-c145f191a626,21
08680f60-3110-4567-a514-ca2634c62fdc,4
08765044-cecb-4d43-99d1-941aa985c0e4,14
088475e0-d256-4ff1-8124-4090f13a7371,12
088ff386-0884-41c1-a771-a3458349c008,2
08d63cdc-8c9d-430b-8dd0-f135327d5c17,5
08dd6b66-26f6-4087-81f3-9549d29b8001,6
08ed7381-b35a-421a-a4af-dc2bfc3e3a97,3
08f24b2f-2712-4dbf-999d-a1b63fa69c1c,10
08f81e66-26a8-43ac-9327-b5a2422f2089,18
08fd02a4-8695-4b61-b4a5-ab04c82f52cb,24
0905ae34-81be-4141-a7e0-e3a43de0c4a7,20
0914e1e2-0c73-499b-bd73-926a81320d94,11
09160989-9804-4e03-8b3a-1b3a3d26dc55,13
091a6e99-12b8-4f09-8b7b-8034f123715d,12
091f9533-6a61-4f7d-81e6-2a8487f7b690,3
092c4fde-e55f-4b4f-834a-1632465c03c7,5
092ee85b-8828-412d-9050-9fe2d61c8e81,8
09529779-8eec-4846-9fb7-45aa95f44cec,15
0953e66c-841b-450d-8708-59504713fcf0,20
095890e8-9219-4b4b-9a24-f8e025158744,13
097341e8-209b-4e3f-b7ca-29760f02a88a,13
0977c0e9-9d88-4a24-9314-4215182ef344,2
097c71a9-0052-47ef-9d68-bd4a481d8a72,24
0988106d-b67f-4532-b1b8-5ddf3ee2c1f3,19
09baf3d5-a47c-4590-82f3-92225f585a30,19
09be0822-a037-4caa-b95d-52b5326a52f9,1
09c63a98-8697-446a-b737-8c5785c85352,8
09cb69b7-9d32-4654-8636-796f0bc083dc,12
09f35251-9d50-4447-b2e1-3a45f0b50ca2,8
09f9b726-d697-452f-b19f-f882b21abc42,0
09fbc4a2-4f10-4de9-9569-ae3a6edb1210,6
0a087d65-0d45-43eb-9de8-5564dade9b88,19
0a09fd46-757c-4c15-af5f-b6b26b428ca7,13
0a0b78f1-8639-44c3-ab77-09eb2779370c,19
0a0fd13c-940e-47f1-9a4b-4781c78f22e9,14
0a184204-88f2-42ee-b4aa-c0f8c262e9d9,16
0a265d1c-dad4-4af5-8178-aaa3fb69fa04,21
0a27bb4f-d5a2-40f1-885d-1baa26abb397,10
0a298d31-3b9e-4a66-9d03-00389993791e,4
0a4bc148-2fee-4dde-9f0a-63b72c6f1182,9
0a5359b5-43a6-4820-9448-01b6676dd1d6,13
0a5e6a69-8832-485d-8f99-9e31c3e43126,15
0a675094-5352-4173-ad40-7841b330ee06,12
0a79833c-a68a-42d0-958b-6c08fa205b7d,10
0a7cd37e-aeba-4f80-aa18-4ff48125c404,2
0a7d79ae-dae7-4c38-8540-423101086a0c,22
0a8c45ce-995b-41dd-b8c3-507f419c2ce6,15
0aa7a949-1316-42b6-8894-2163e30fbda1,21
0ab22453-0bbb-4018-b57e-1a4a9d1828d6,5
0ab3cfc8-4198-448b-8eed-76b7466faf00,22
0ab3eecd-51e6-4a37-ada3-428dcd48c359,1
0abe5cd9-4547-49cf-88b8-5248c53071dd,11
0ac53452-22e0-4a8b-ad0a-f8326c542e56,4
0adf038b-8e6d-45de-8c96-9f7e09ecc08d,3
0ae76ade-479e-4160-ac4d-38a4c0879777,9
0ae954f0-45b9-4199-83ea-7bb920571ccd,8
0b079bec-2a5c-4876-9493-d63a298c681d,4
0b0f4465-907a-47ea-bb32-c4c5e98feca3,3
0b177880-9c2b-48cc-8add-9c849a9a9916,0
0b19907f-4d9a-4963-a37c-8551f741c432,3
0b27f4f5-5042-4096-affc-6878537c166e,2
0b378c59-508f-42ae-a57d-a996864cb963,2
0b3aaa1b-9879-4ec6-990c-6774bacdd190,11
0b4bbeef-873f-4def-9b31-f7ac3ba30df3,12
0b53e1be-e154-49b9-9e5f-6454b1900f38,15
0b585ad8-af44-4e65-962a-06a21336f8e4,21
0b829432-b5f9-4fd0-a72a-376898fb81f1,2
0b8d8c79-384f-46ad-9fda-676c740428e7,16
0b8f643d-fe2d-4f9a-989e-6a877a21115a,20
0b97dd27-dc60-4304-adb5-b5f02abd9d23,16
0b98aab0-06d9-485e-9299-00b637c2cc70,15
0b9b0014-31e8-4129-8259-dea04becf5d4,7
0ba19229-ed2c-4ed3-9858-921537c4ea28,4
0bb3d228-6c43-4025-901c-e3e0c73888d3,11
0bb4314f-e1cb-4506-bb0b-672312a73459,5
0bb52abf-833a-4ac3-9614-4a423281c132,4
0bb74020-6464-4721-8159-11b945d0cd90,11
0bc22f3e-e1ef-4ca5-8d00-00496840deb3,19
0bc63436-6b0e-4004-ba08-77b8f2666d8e,20
0bc84046-b159-4df5-92ad-40e79bb23b1e,0
0bea38f5-e52a-4671-9c4e-a4f1442b7802,19
0bea5dfc-34dc-4ec4-8d54-887a9c57b20c,15
0bf5a8f0-cfcf-4e74-bbd6-f451ff682d29,4
0bf796f3-33c1-44e5-b487-8e886d213780,15
0c0bac4a-988b-431c-b7f5-1d71b053cfe9,21
0c143708-1afa-479b-9fd2-88e90f51fa84,4
0c1440e5-bc2a-4b08-9eb1-57e792f525ea,20
0c1671ed-b617-4b5e-b2b7-c7407ca25e4f,3
0c1f3ce7-20c5-4433-9385-bf789e5bba3a,3
0c20f2fb-4725-4259-b3bb-3e28776b8add,16
0c23c293-81ec-4592-9567-e130589e42f8,17
0c25229c-a1d1-4faf-8eed-1def9c1c54e4,9
0c319b18-56bf-496b-a8c0-25361173e079,8
0c3490e5-c105-4c62-a090-e47febaa66ba,19
0c4a780b-b43e-4362-9e49-452a0201a305,12
0c4cf3d7-0a46-4490-8509-bbf8a4a631c8,8
0c54ed08-b654-4914-839d-610d7f4642c5,15
0c5d3980-fbfd-47d9-b884-40056f73a19d,10
0c73b08d-85b2-4b86-92a9-33dc010fbda0,14
0c758941-72df-4067-ac9c-171616b5183c,1
0c806cb1-39fd-46a7-a7e6-62c92487bfd7,20
0c8f42e2-0379-4b78-8f4c-74c1ff4e4db9,16
0c927c42-d757-494e-aae1-77a688d4ac8f,9
0ca4b624-57e7-4ec5-8694-914e6dcf1b42,13
0cabdc3a-333c-46e0-a705-17527da43e16,15
0cb21fed-99c0-4791-b796-0b47d5c1cd9f,15
0cb96154-df4c-43fc-9e51-cc1dc9cfaca1,16
0cc3d41b-aeda-4697-b615-7df5c6c0e039,20
0cc9c71f-92f1-4506-9814-884d76993615,18
0ccd0cff-22ae-4ced-8980-cda8cae2419d,9
0cdc3e42-036a-48f1-9e06-55f18bbd2376,15
0ce0ba72-43bd-45ac-9a15-974d30dc688b,14
0cee5b15-2b3c-492b-9cb8-cf22e2dda7f0,24
0cf8bcb4-8182-4917-8add-f03646a3320c,9
0cf9247c-8529-4543-a7f5-895e1a4ac741,20
0d063bbb-e9fe-4a81-90b9-79451eaa91df,15
0d0a9030-ebd2-450f-a982-2271b44af3cf,2
0d0e486c-d74c-45bc-a909-74810e80b030,16
0d16fae6-0120-4018-a29f-ed07a8c558b3,22
0d1a922a-8129-45e8-9148-5597be7af49f,11
0d41c6a5-7fd0-412a-8b86-006276980922,8
0d44b5ff-ea12-478e-9c09-491967202c67,24
0d564bb1-e883-4fc7-9b5a-1c39ba9471d0,19
0d611711-170b-4a3d-9df9-542aba3ae91e,24
0dae4690-9752-48ef-8c06-61fd2e54a788,16
0db4cf3f-42f5-449e-9f05-aec8f4411701,22
0dccec84-79b1-41ac-8e0a-f62eead8e7d3,3
0dd1bcf7-b538-405f-81c0-6433c93f54fb,24
0dd24c11-b0a7-429a-bc77-d5e1203362fd,5
0de2f8ee-f008-4523-8a2a-40f7a7e106b2,15
0df47b18-7952-4b5a-8ad1-78def5b2189c,24
0e0f1fa9-1174-4044-81f1-15ef8d6be61a,15
0e1a9455-a2c0-43fe-b7b1-354bbf1da9b8,4
0e29373a-d8d0-41d7-bc3a-72f185cf221d,8
0e2d6773-a476-41c5-8703-8fac6d05e070,16
0e2edc67-55f3-41e4-8dce-df4d61f7fb7a,1
0e2f27d8-2a30-45c4-81b2-622ac4216994,2
0e3936c8-e53c-41e4-8bda-4a39e2baa0e0,10
0e4c3742-752e-4382-ab1c-850820f6df7b,3
0e5e2776-798c-403b-880c-bc9f6e8383ea,10
0e5ee078-aeeb-4088-b145-61c4d85af692,15
0e668784-75d2-464d-8951-0a6e4abf1daa,2
0e6f88da-d2a2-489d-9eba-9259c6c91c6f,21
0e8c3394-d02e-44b5-9f37-431223bc4e9c,2
0e926843-1cbf-42c5-962c-fbaf6e2ff5d4,9
0eb0373d-5f82-4a79-87a9-facef992c9c5,4
0ebe455a-378f-4e3a-b45a-f84415a32966,23
0ec71cd5-31c0-4716-b648-dab722989901,10
0ec87f59-2523-4ff5-8ea4-1585fc2aea44,15
0ee2bf26-26e8-4cb7-81ba-a148fd349587,12
0ee3ff4d-31bf-40dd-a23e-89df28904eb2,11
0efc5734-06ee-4511-b060-4dde0e2bdfe2,17
0f18851b-a5d3-4e13-80e9-09c95ac23a34,10
0f242e42-766b-4768-9bb0-20f229e85591,4
0f3b839d-0c12-448a-ad8c-31f801a1d860,5
0f478dfe-e9b0-4403-8fd1-5b6bf398c6ec,5
0f57035d-a467-4869-83e2-da839f983fa3,23
0f75f3a0-aa4d-44b3-818e-8207ea2d4b02,15
0f7649da-cbd6-44d7-8a9e-75ac8ecfd094,2
0f8387cc-4a4c-45ce-98a8-1cb6b2cb67eb,1
0f9732f7-a369-483f-a3e0-d9701d76ce7f,2
0fa88ba5-c48d-4b7b-9295-e5119d30a989,8
0fcf1047-da50-4026-b3c7-817bf03221ae,4
0fd83bcd-0d54-453e-9464-7d6546aa362e,2
0fdbdb2c-23c9-4924-b61f-5a19395d6d3a,24
0fe38373-0f15-4776-b43e-c0f5d6f381c3,7
10003dc5-4a79-4584-8629-6e1f6e4d9fac,9
101c47ef-7306-4534-b67e-3bb57b4b59d6,21
101fc98b-2407-4d5d-a7ab-6b4fffd62efb,15
1046d6c0-3640-4465-bbb1-fc4318947a39,7
10471013-771b-49bb-bc10-9f81435ea007,24
1052f643-1abf-4cc1-8a07-7394bb195bd1,22
105bbf15-07d1-4167-ab0b-b35ffb5b9775,12
105d67f9-73a7-4739-b77b-b5795a6d0981,23
1060a20d-5de1-4d63-817b-3c17028feceb,18
10774e7d-f3fa-426f-a0dd-113df4dc4269,7
1078101c-b153-42dd-8e42-a59e9a77facb,10
107863fd-7aca-4d56-b2b8-17d9adddd69e,5
107ea38b-339e-4931-be3c-332421d13861,5
1081d45e-0763-45bc-be6b-bffa9b835cf3,13
108618e0-cb1f-4386-8639-e657694f7818,21
10945a6c-3e5c-4cb8-9a56-afbe366d9a2d,3
1096ca89-d2f6-41c5-822a-915cf9cad559,6
1097673b-f81d-4008-a2c2-29ac521577bf,20
10980c84-a6a6-443b-8726-7c5277d02991,0
10a4693f-19be-4d5a-b52c-e282eabffb68,3
10abbcbe-60ba-4ddf-9227-23d66f4cc30c,22
10c07e8e-4ff8-4c1b-8c3c-f5c994f17f85,12
10d63034-7311-40ad-b500-9e4d1f5e3aaf,16
10d9623d-c8b5-4983-b714-f16e1fa68292,3
10e050ca-002e-48b0-bfa0-a6c06b43265c,8
10e65cf1-df5f-44cf-b1dd-d5878ec46ca2,23
10f4f628-dc4f-4230-8391-5f1b9369d493,3
1101c46e-6182-4e04-a8c1-cfe685f7356b,20
1109c8e3-0301-4244-a0dd-40d66feb7353,20
110b4c85-671d-400c-8c87-8353d3ab2b9e,10
110e4cea-e6b9-4fd1-8075-61bbcdf6f033,15
111f5a2d-08a1-49cf-bd2c-dde1ce2fe2da,11
1127575a-81b7-43a1-9ade-fcc3feff6035,24
1128aa14-b564-45cb-ade6-2f1fa19e566b,3
11311d5b-7328-4395-8b4e-70a48bf45561,5
113f4b1c-55cb-4a1e-8d0c-edefe5918dd4,4
11658071-818f-4a3c-b627-726a7cb6d292,15
1165a829-d995-4cff-ae49-cee234ad79e4,1
11674bde-20ef-409b-bbac-fa51c7217b98,21
11682329-c9c9-4894-bc5a-5da8b15dcf68,23
116adecb-1a03-478c-92e7-f8d668886aca,20
11722c46-3587-41b7-b54c-f3cfb71e84cc,6
117e6460-d053-4b38-9812-9125fea7603b,16
118512cd-bb8c-40a5-84a8-5b5ec5d015a2,11
11ad6e4e-7ad8-42dc-93e7-d327b58a716b,11
11aeacd1-a6f7-4555-abf4-3450c95ad934,15
11b49521-e3bb-4c40-952e-1f01e29c69fe,16
11b8de49-3dd0-4650-a13d-8fe69d200e26,21
11daa07b-8585-4eef-b76f-ba32fa61060c,6
11dcc14d-740a-4a8f-8354-c5d94f466cff,5
11e3d62f-a178-4699-8107-ce8a1ad16ea4,23
11f467e8-0528-4df7-b708-0d734b0f6c63,18
12027bce-85c3-49cc-8eb5-eb48fda1210e,13
1217bcd5-d2eb-410a-86b9-392a3737f861,22
121954cc-a50d-44dd-85a9-37a015b0ec27,17
12258614-e955-4f7a-9beb-d20093276f6b,9
1228e445-8450-4538-8a24-60316f13276f,13
12347dd2-4a48-4d32-8de3-ec68bae61aa3,20
123a659e-19e9-4f42-8df7-7b68c8ef524c,3
1242d2b3-463b-4f0c-95c3-7bc372e1b704,17
1249f6d5-05af-4a00-85be-82dc6f33642c,16
124f502d-0a21-469e-a1fe-ee8e239cf3e7,1
124f5ff5-fc2a-4062-bdfc-d89c3029ef55,17
12503d43-82b6-40f9-97e8-ef03fb70bee3,5
1250a355-33b6-48af-a1b9-042c44d45a33,21
12555042-dca2-4cf5-b5af-37dbb0b6b65f,16
12584807-cb5a-4ecf-af25-f7b92fb2d0d6,6
12589406-955b-4014-91a7-880d8f7986e0,16
12619d04-35e0-4413-be3e-e4361159216f,2
126efe78-898f-41e2-9031-d2c90dc42632,6
127eca52-04a2-4fce-8e68-fcfd0722a323,15
12812e3c-cafa-461a-94e0-a12956127a46,18
129200a6-1ae0-43bd-9518-0f374533c418,7
12998cff-6bbe-40ad-a07a-4eb95ff1aa78,1
129c8614-72a3-4f5d-9753-8b7c46344783,24
12a09f95-604e-4b5d-88cf-e13f4925c884,24
12ae235a-270d-43a1-8c7d-5b5d78e2e80b,16
12b4a16d-1e6f-4bb8-8714-67a144f10056,2
12b9c101-dfbb-4e90-bb61-ad852d44494b,21
12c81c37-c1cf-47ed-937e-a942d84c4ecc,6
12da6922-dd70-4080-85e7-a418b7c58c4e,6
12f41472-8664-4f6b-ae9e-c2c1c9781228,5
12f7d375-ba37-4d28-8ec3-794f9e840c14,8
12f950ce-af33-42dc-843f-028f69a057f3,23
12fba03b-a4ae-4937-b238-1a5a71ac057d,12
1301950e-34fd-474a-95ff-19e1c066d3da,6
1302b447-4132-4daa-9512-59a16ef69c37,22
130f225e-b746-4710-8bac-bbef1029586a,18
13128269-279a-4d9a-a7e5-7c59e2b6bfdc,4
1318902d-945f-47c5-ab09-935f3cf23917,6
1331face-e52d-49d2-9e2c-dd4d5d4d7208,23
134499c4-f991-4c89-b40b-818d6b105f7e,3
134f41fb-7fb2-48a7-b282-98a4252d9546,8
135174fa-c078-41f9-8f9e-e70b0437b12b,9
1378fbc8-6fde-429f-9f7d-52cacf9dfb3a,16
138d9e02-b911-4793-a77f-6d69a3b35236,10
13936d14-9cd3-44c0-ab89-40c4f0b39026,15
1396cb46-ae5b-4d89-83d6-e7d651c6de22,19
139b2e34-3538-4436-951b-a526f9214c17,21
13adebc2-28b3-4853-9dae-d7315c059ef2,19
13b70a7f-9266-4910-ac62-2aed249768df,4
13b7a95a-7669-481f-b1bc-0d2f2257b5e7,20
13ba5e95-1ecb-4461-85db-c8f40cbb4d71,7
13bc9328-efb0-4fba-8ac2-1541b6f7a244,1
13c2c315-f67d-47a4-98fe-eca76d3d7d17,3
13dc2fe1-7d7d-44a3-8c3a-0cea4d0ec1f9,12
13dd78d0-3f33-47a0-93af-e13a599b2120,8
14071296-fa4a-4883-9ab8-fa2112196a8c,24
14133930-439c-4c2f-95fe-67fe8c7af8e1,15
141c0f88-7a67-4418-815d-64d7e5be6bc0,15
141dabb5-6663-4d06-82dc-c95efe16c54c,10
142d5e26-fb3d-465b-976b-929f1426b279,20
143fc667-b0ec-44eb-b3ea-a93ef301a253,16
144b2d09-083c-45a0-ac07-355ec38fa71b,24
14636a65-c549-4269-a993-5acb90718847,22
1466e93f-ada9-43fe-aabe-053b4bd2d688,1
1475d88b-9c19-4585-9736-623fdb4c8149,18
1483ad99-8fa5-4aa7-9d2c-9f4a8f0420c6,13
148a7117-d01d-40f5-93bf-9a5b19bb1572,2
14a68bd2-4609-4494-b54d-981528d010db,19
14a6e356-064b-4d0e-8ea2-28d3d9dcec07,18
14b95c0c-3d04-49a4-8abb-a46738effdf0,5
14dbdae2-9589-40cf-88e3-37e2cb85de73,11
14e6e5b2-ecd0-4187-bd9c-67232ed941f5,6
14e99141-2a32-4d0c-9304-5b47ac3ccc7f,21
15018c7c-0f5c-4372-9453-616c6edac3b5,21
151388b2-19f1-4495-a349-7b8b1a4e6fd2,18
1514e2d2-ee62-43d0-a383-10bc2b35a262,24
151cc4af-f5c8-45e3-a17c-b7c467ad7bbc,24
15227d6a-20aa-4a9d-a42b-98bc175625e9,9
152c8790-24d3-4539-b257-36c675efbd5e,19
153e6ac5-f97a-4f2b-8393-89f6a9e56b75,16
15401890-2cfe-4558-bbf9-691ffa05d5ac,3
1540bc21-bb87-4feb-a75c-582348c10cdd,6
1542e971-c5e3-4c3d-a665-753c1a3d08a6,3
15433652-d66b-4a40-915d-917fcf0a04ac,18
154585b4-de9d-4e07-bd64-8e5882ec7b0c,11
15497552-731d-4ded-be09-f79bed570256,24
154bdae6-fd6a-4c62-9f35-e46a5214f576,20
156e3ccc-3934-4467-abb2-5e141ab0329c,20
1576acb5-730a-45ae-b10e-c11ae669320b,19
1587cf83-d71f-4ac5-918e-56016d67f911,16
159752e3-821d-4777-acd3-294e04ebd834,15
