user_id,asset_id,view,like,fav,share,comment,rate,buy,sell
d4ef9ea0-e6bf-4b60-947d-d955ea70c013,69043dab-66e0-4464-9cde-979a3b27e28c,1,0,0,1,学习了，这个画面这么干净，ISO开的多少？,2.4,1,0
1127575a-81b7-43a1-9ade-fcc3feff6035,0145fc79-b5f3-4e7c-875d-c4ff3cbfee26,1,1,1,0,品牌故事讲得很动人！,3.7,0,1
68d350e0-76d7-4472-916c-7017039ae112,98318a88-b25d-4572-bfec-dc524d6a0580,1,1,0,1,,3.2,0,0
cd928f5e-b5f8-4cc5-8027-4ed311bf5729,54545e12-2a3d-4e49-9b9c-5fa853f55c67,1,0,1,0,素材已签收，感谢您的用心！,3.2,0,1
b990a776-fc9b-44ee-98e3-0fa78d711e13,b1c2eab9-6a4a-417c-ba26-39751567dce5,1,1,1,1,相见恨晚！,4,0,1
5e2ed890-aa1e-475e-8471-64a35484fd84,0b8c3b0a-7932-4af5-9fd0-deeebbbb7a48,1,0,0,0,,1.9,0,1
7b9d5a5d-1c83-41d4-b573-87cab5c1c486,3c000a4c-ffe6-4aa3-9391-4aa0503ba7c9,1,1,0,1,拍得很好，求带！,2.5,1,0
4702a854-c9a3-4f41-b920-f9e86148e2ba,60b2f714-4844-41e3-8f66-e590d73d9e62,1,1,0,1,音频处理用的什么软件？声音很干净。,3.2,0,1
9952eebc-6570-4c8a-a83f-9bf182423714,dcc5a0ed-439e-440d-a794-afa0c82ed751,1,0,0,0,很适合做电商详情页！,1.4,0,0
8cbedfb8-3465-44e8-9134-429cbd2b2302,dd4cd9ee-9973-4ff8-8f94-52d65f065ca0,1,0,1,0,这套设备大概什么价位？,3.3,0,1
9d76e05e-5d3e-4fd9-8190-f408c1ac4482,5dc8ef7b-09f9-4e58-87fe-c1189e70ad5c,1,1,0,0,,1.9,1,0
82b0a89a-d58c-4c66-86e0-558b60199d34,526f53d8-1e4b-48b2-a7bd-942e27e94973,1,0,1,1,厉害！学习了！,2.6,0,1
43a512a9-bd85-4ea7-b07b-1b9002aa5222,935a714a-353e-40a4-be4f-e30b091b5488,1,1,1,1,已赞！,4.2,1,0
831440ef-1fc7-4da1-b772-17d01f5e820b,9f2c3b21-0373-4eae-b27e-c95a95b613e2,1,0,0,0,,1.5,1,0
df8ebba2-4cba-4ac8-ac4a-1d1ab78b95b5,61586ad0-2f9c-4613-be19-fd8bd15984f0,1,1,1,1,,2.8,1,0
5e1448b6-8efe-48bb-820d-e97d901ffd8e,4bc8b7bf-c0dd-4d77-8b00-67bc902df0e1,1,0,0,1,可以签保密协议吗？,1.5,0,0
73b47cc5-4e48-4a0b-b4f1-e6fc489c6485,171db996-68aa-4523-b9d3-c0b0ddd583cb,1,1,1,1,太美了！,2.5,0,1
cf0f4e91-40de-4443-9271-ffc9068116f5,3a135340-8305-4f88-9a18-a1f47f198a37,1,1,0,0,拍得真有质感！,1,1,0
6549c24c-10a0-4534-a5b7-7d5a4453d94d,4752f58a-459b-4952-83a7-e08076de2273,1,0,1,0,,2.2,1,0
d84fa72d-6ef5-4b94-93b5-b2b29838adb2,a3824f66-31e4-4565-b987-3e511f9ee596,1,1,0,0,真实又动人！,4,1,0
97651230-1f4d-4018-91db-9881f4eedb7d,ef550721-8d62-41e9-8011-966b30817528,1,0,0,1,很棒！,1.7,0,1
7df53c2a-3367-4928-bb1b-97223da8b9de,7441cbcd-9d50-49d2-9576-b39b4db09f65,1,1,0,1,广角镜头用的是哪款？畸变控制很好。,3.2,1,0
2962d6d2-91ca-4348-8ab9-2dc193053202,95241adb-d2ce-4d63-8f3d-0d4f215fea37,1,0,0,1,已回访，加油！，已收藏,1.7,1,0
a723ba99-525e-4cf4-9154-8c6f04774c45,1242b173-29ad-4caf-994d-752b94b446be,1,0,0,1,好片！,2.9,0,1
1b442a38-8114-4615-b418-9c6b7368cbef,bbba001d-2fe5-424b-8f5c-0f702802b03b,1,1,1,1,,4.1,1,0
5f93263b-952c-42ae-b50d-61dfc50ab37b,4eff2219-37f3-4b24-97cb-49c3af3d0251,1,0,0,1,细节拍得很到位！,4.3,1,0
7a8ed0f9-646e-4abc-84b3-5e7977092767,73471c16-26b2-4b43-925d-d2326a5cae34,1,1,0,1,,1.3,0,1
fef5df19-9d74-4715-b397-c3308f0c4dee,b0a3e2ef-df40-46b4-898a-4073cfdbd2e3,1,1,0,1,色彩空间用的Rec.709还是DCI-P3？,3.1,0,0
3cace1dd-40c1-4d86-8fd8-0f3c2e6cd534,3d6a8c63-40b6-4e6e-a14b-682868276989,1,0,1,1,成片已确认，准备投放了！,2.2,1,0
49e530c7-6021-474f-99a2-b2c9b65847b4,faf7deba-a53f-477d-a2e3-a0b1e49cdae5,1,0,1,1,画面防抖是怎么处理的？手持拍的很稳。,4.7,1,0
8bdd0f7d-f84d-4a06-8fac-bdaaed9e5d4b,ee6e9783-345e-4f50-a3e0-a88d75f82fda,1,0,0,1,懂了！,2.8,0,1
695d9db8-45c4-4f15-9fe8-8bf9d6769d5c,e104d1b0-f571-47b8-9ffe-8a00f8ad09d0,1,1,1,0,,2.7,0,1
f2782580-370d-4f6d-8515-99e87cba2e95,18cf0603-6ad6-41e9-be25-419c75f34bee,1,1,0,1,电影感十足！,1.8,1,0
39defc88-2a10-4708-b884-5638da21f6dd,53720972-dd01-4687-abe3-d459ec57be9a,1,1,0,0,被震撼到了！,3.6,1,0
f9f091e7-9923-4897-bd11-702a193007f6,d854ae08-d57a-4e20-80e4-8bcfe7ade33a,1,1,0,0,,1.6,0,0
e9efb7f4-1321-48f8-b954-252e437d3ca4,296ddd18-9aee-4d3e-8a6f-9b3a3190374f,1,1,0,1,看了一遍又一遍！,3.4,0,1
35ac1a68-6165-468e-92c0-d3539d333c51,199c96d8-ce3c-4e34-a441-01548d405013,1,0,0,0,素材的位深是多少？10bit还是12bit？,2.2,0,0
465deda8-899f-4f83-b4d7-5d77b31d355d,9436a80a-03ab-43a6-a558-ea4842eedd45,1,0,1,1,,3.5,1,0
2b7fb06d-8617-41c7-a3ed-508e58c16fa5,1e1ca521-438f-4d8f-9fd6-c6b5a7846a5f,1,1,0,1,来了来了！支持一下！,4.9,1,0
21acdb99-926e-4d91-a5ef-752a5baf0ad8,1f7cf209-04be-4a2d-9a12-8183975a63d5,1,0,1,0,可以！,1.6,0,1
4440696a-c15a-4409-ad30-1e9e593dfdd3,5736438a-10f7-475d-8ed9-f91e5a5c7b91,1,1,1,0,素材已用于品牌广告，效果出色！,4.1,1,0
31cb310e-327a-4174-a32d-10c5277c2c40,889d3e55-fd7a-4fc8-a06e-79a27a2344e9,1,0,0,0,拍得真有质感！,3.4,1,0
13e7aae5-e200-4e15-9ab9-fd7b47985c5b,4eba2cef-214a-4f6b-b2f1-63369a20460e,1,1,0,0,很适合做抖音素材！,2.1,0,0
416d9a9b-7d64-491c-b153-91080a9b37ac,9d8b12a9-ff06-4cb8-8a8b-3e3a6aa00db7,1,0,1,1,素材已收到，质量很好！,3.8,0,1
46dbc95b-f058-4b91-8982-ae4cc13ea481,5a45e523-a0f4-4cba-a9f3-2963a9089dd0,1,0,1,0,,3.2,1,0
4c2ba6f2-f47a-48f6-b2d1-28530dda2cc0,707d4351-a7c1-44f2-a2c5-97631a8c56f7,1,0,1,1,天哪！,3.3,1,0
ecf29326-848c-44ad-a95b-8379e1ad1bc6,d0662137-c7a5-4926-9007-e8385be8f589,1,1,0,1,,2.8,0,0
23038f6a-0370-4201-9100-4f0e1deeb248,8b3e177c-7a70-4d64-a736-af6a2fa14212,1,0,0,1,这个片头是用什么模板做的？,3,0,0
01f70e79-6570-45b6-89e8-656f2a1a3b6b,130a7dfb-e6b0-42a1-94e4-d79f989a04fb,1,0,1,0,这个画面用了ND滤镜吗？,4.6,1,0
379cfe9b-6d9b-4042-acae-196bf27b92e7,eaa00965-3a65-4a71-84b3-c53f70b69ecf,1,1,1,0,学习了，感谢分享！,1.6,1,0
3933b9fc-c2ad-48da-9fa0-bb1611c3e9ca,02c2f138-5a71-4168-8754-bb1889edf50e,1,1,0,0,,1.9,0,1
129200a6-1ae0-43bd-9518-0f374533c418,1513d507-0adf-4adf-920c-a0fe765fea2f,1,1,0,0,特别喜欢，拍得真有质感！,3.2,0,0
cf0f4e91-40de-4443-9271-ffc9068116f5,f808cd80-3ab4-4119-be2a-00e2905d904a,1,1,1,1,支持原创！,3,0,1
434fdcd7-521c-4a17-8168-bd0757322e57,fe88e0b1-1615-47c8-98be-bb7208c54e0a,1,1,1,1,支持原创！,1.1,1,0
a5b35490-cf41-4e6a-9ea1-0fbb78c2057c,e4411357-425c-4e34-ae68-73121a466a30,1,1,0,1,品牌气质完美呈现！,3.3,0,1
b4765031-84be-48e7-9a66-1fd33895c669,9179a9af-8c6e-4798-9254-185be4b7d422,1,1,0,0,已用于项目，客户反馈非常满意！,3.2,1,0
7d95a86a-4909-44b4-bdbf-bc086485047f,48c3e32f-1f29-48d5-bf8a-31f516e8246a,1,0,1,1,安排！,3.8,0,0
1bf58527-5e9c-417e-8e47-ca5bf2f2d029,e2ba4029-8991-4113-9c0a-c53cc8d7615c,1,1,0,0,,3.7,0,1
49c27517-89ed-44c8-9c25-73a9b17af936,4f8dd735-039c-48e7-8cd7-7b623c5a6a2c,1,0,0,0,节奏感很好，完播率肯定高！,1.8,0,0
940ed598-5e54-491a-9f1b-d2ca84b44ac2,b44793ba-4ff6-4255-add5-54f082ab3ee5,1,0,0,1,很有商业大片的感觉！,2,1,0
a4d3beb2-41be-48f5-b15a-8c4604c86699,91306c10-6f78-4f9f-b374-53663954a2e2,1,1,0,0,期待后续更多优质素材！,2.2,0,0
a65a7149-6bfd-4465-9b02-f6fefa97ffd2,6cc4abc9-db66-4b73-890b-e3ecf4852e35,1,1,1,1,给力！,2.8,1,0
62a0d5b8-d7c6-410e-b2c2-8e4d54f11ff0,8b47afad-90e3-438d-a56c-96dc70608a66,1,1,1,0,给力！,3.1,0,1
8f740c86-398f-46b7-bcf8-457f85a24e92,9939edbf-b25d-47dd-8cf5-98d2882372eb,1,0,0,1,,4,1,0
e5fe62bc-1bf7-4b77-89e1-e05c32cf8cf6,4defab03-a684-4dc4-9985-d872889579ae,1,0,0,0,求合作，已私信联系方式！,3.2,0,1
978d2283-217d-458c-baf6-2a86712f329f,653a0e72-b1a7-42c5-b9cf-68e5c213bb19,1,0,1,1,支持！,3.8,0,1
4b405858-d75a-4336-a7fd-e617ada5753b,43b1a5f9-6988-4683-b916-68d382af616e,1,0,1,0,这个纪录片让人深思！,2.2,0,0
f2d863ea-dcf9-4b9f-9a8d-b4c5a4b99509,c6cd04aa-09e4-4400-bda0-ab5b6331b530,1,1,0,0,太种草了！下次就去这里！,2.2,0,0
74c2fc66-e710-4238-a5b4-ebd721c83197,9c105818-ecb5-4471-b289-50fdcdc2b54e,1,1,1,1,,2.7,0,0
bf842c8a-bed9-44d6-99aa-88d1f4645bb1,68cbfbf9-06f5-4b5e-8c69-4415d702a6c2,1,1,1,1,妙！,2.9,0,0
55710d0b-0f41-497f-90cb-a814c114abe5,a55fb8a1-55bf-4de1-904f-676617cd8855,1,0,0,1,,2.8,1,0
7a012843-faa6-43da-9a0d-9561d7fd1eae,aa73fe9e-b6e1-4c3c-abcf-6784edd2a6bf,1,1,0,1,这个镜头的跟焦是怎么控制的？,3.1,0,1
0a675094-5352-4173-ad40-7841b330ee06,b104cba7-bcfb-433e-ab7a-1b6b75a97fa4,1,0,0,1,太牛了！,3.2,0,0
e7ad006a-1172-4877-9a75-5eae9b60affa,933e8ee3-2b7c-49b8-be3e-8dbe10853c22,1,0,1,0,,4.3,0,1
f1e20df7-11cb-442c-96dc-08f6d80df162,731f68e7-d1db-4c3e-ba83-d63a12b2f7d8,1,1,1,0,已购素材，很好用！,3.5,0,0
c10579ce-241b-434e-883b-f27288bd8c7d,bf8a9aed-502d-430e-9d75-4cd827fae157,1,1,0,1,这个构图太绝了！,3.1,1,0
d7342216-5931-4bfb-b710-99d42c89cd6f,ede1ff47-3c2b-4f2a-96d2-d76edf57affd,1,1,0,1,这个风光大片绝了！,2.7,0,1
dd5f9517-5aa2-4209-a5c5-f9749948d60f,02b58453-6ce2-42af-a758-f8c557386202,1,0,0,0,这部片子质感堪比院线！,3.3,0,1
198ed14d-b675-439e-9d5e-28ba5e6f0acf,f089a3b6-b31a-48b1-b076-6dd2ab926499,1,1,0,1,,2.2,1,0
88bede76-d56e-4be3-b7ce-9c93f43a4058,a5e65a73-c021-4aad-8fbd-8d06f2a65cb7,1,1,1,1,厉害！,1.3,0,1
d0421ef4-167e-484e-a19a-09b4f5e30f1a,f1a22fa7-5b0c-4652-99da-c02547188b81,1,0,0,0,,3.4,1,0
a3368464-b33f-4b14-bcd7-9ba31324a629,72fcd1c9-6610-4f34-8eb8-ac8a9a59e7a3,1,0,0,0,,2.8,1,0
27e463a9-4b2c-4688-b114-4009f0dcbc69,049fcf47-54ab-4ec2-abe7-bf1a9b2b9387,1,0,0,1,已购，求合作！,3.7,1,0
642f4049-5576-4689-8f2a-ae394835b9a5,8785a8e9-142d-4f0c-969d-56f9333066e2,1,1,0,0,看完久久不能平静！，支持作者,1.9,0,1
6e6a3c0d-4cfb-4fe5-9f18-9a7df06b826a,e335a1d7-4141-434b-a82b-3a99d37d6c19,1,0,0,1,这个广告可以上央视了！,4.1,1,0
0b87c5bc-c138-4302-a199-83702f3de89a,2927ce5e-289f-42b7-aaff-7331f0846454,1,1,1,0,这个系列的素材打包价是多少？,3.8,0,1
f1f16da6-1d78-4d1d-a27e-46561574d848,bb1a1b28-6891-4048-bde6-f77263963703,1,1,1,1,素材已用于品牌广告，效果出色！,3,1,0
a6dda8fb-0d6d-4347-865d-caadbf4a925a,1685b3f3-689e-4a78-8900-ae4df461bc1b,1,1,0,0,已购，之后还会继续采购这个系列！,1,0,1
b65af87c-6b03-4f30-8d6b-8338210d01e2,17bdb191-53d5-49a7-98b6-3f6172e1d21c,1,1,1,0,,3.3,1,0
0bc22f3e-e1ef-4ca5-8d00-00496840deb3,d9c0a258-2cfa-46f1-9a4d-3a6712ea02d1,1,0,0,0,,2.6,1,0
781ed6ec-fdd6-45c4-8009-31f8e81ce5ba,07423f9a-0f98-495b-9a81-a91979b62a9f,1,0,0,0,演员情绪捕捉得很到位！,1.5,1,0
7e626700-8c97-4f2d-81dc-9eb7c6e1ce25,ad3eb36e-c081-4294-abb0-cc19ccc129e0,1,1,0,0,已分享给团队！,2.9,0,1
231e968e-880c-4601-b14b-8cb74e961dd0,ebfd1b7b-7070-4f8c-9aa2-143d9662eaca,1,0,1,1,已购，之后还会继续采购这个系列！,2.9,1,0
8127815d-ce20-4ee9-bade-4b60745f5df0,3f2c99fb-4f8b-48eb-9114-8f111b86bc2c,1,1,1,1,每天必看系列！,3,1,0
74643143-71af-4917-964a-23828918c963,8520ee83-c76b-4f06-90d0-e3e67bed985f,1,1,0,1,这个调色爱了！,3.8,0,1
34f27b3a-7ff0-4d08-86ec-817cc5b36dd9,64048120-f51d-4453-9ae0-2b3387269e95,1,1,1,0,,3.6,0,1
9289a6eb-757f-41c3-9491-632af6f9867a,150f674a-ddcc-4f0c-b3ac-1a1aa25c2859,1,0,0,1,素材已应用到多个项目，非常满意！,4.1,1,0
bd7f5a4e-de72-4b82-a42e-b4a6ebd6225a,aadff447-a73e-4ac6-926c-6037f5943d04,1,0,0,0,交付速度很快，质量也很棒！，期待更多,3.3,0,1
fc14040a-6675-473d-822c-ddeb3f9d8866,cf8c9775-56b4-46b9-8797-b7625f12ffe8,1,1,1,0,项目已完结，期待下次合作！,2.6,1,0
b17c74bc-b119-481b-b9c4-74275098244e,c1c9f401-9045-4847-ba7d-e9379a826bce,1,1,1,0,画面防抖是怎么处理的？手持拍的很稳。,4.1,0,0
ede6018b-f50c-42af-970f-7f50928059be,f69ca17f-6cf5-4419-bba0-7a7806e13c32,1,1,1,1,产品卖点展现得很清晰！,3.1,0,0
1b746957-6c2c-4674-a01a-69701644e62d,4077c228-8fa7-4fb9-b2ba-7010dd8bfb11,1,0,0,0,可以签年度框架协议吗？,2.2,0,0
5f8637f5-c6a5-4caf-a797-ce37c858c685,c830395a-bab7-49a4-9553-0e6588a1354c,1,1,1,1,已交付，客户很满意！,4.3,0,0
06a6faf8-0246-4f56-833c-70c2e5c20bf4,4cad5796-224c-489b-9628-166aa90d03a4,1,0,1,1,,3.2,0,1
695d9db8-45c4-4f15-9fe8-8bf9d6769d5c,91e39479-564e-4bbe-b8c5-d9881d19bd3a,1,1,0,1,,1.2,1,0
34ab850f-ccef-4b00-b550-9e4a90dc75c4,2e68228f-2cdd-4ba3-b818-7218ae6ffe01,1,1,0,1,这个画面的景深是怎么控制的？,3.3,1,0
1b62ad7e-026a-4e2b-b3b1-bfbb714262be,c8328cf3-94c7-413e-ae8d-a4cac021e963,1,0,0,1,变焦效果是镜头光学变焦还是后期拉放？,2.4,1,0
1e07aaf4-9c73-4ea0-9156-f1a657c1f4db,3d32f5ba-a439-4af8-82e9-2e9f712fc938,1,0,0,0,,5,0,0
729ff6e0-2c89-4568-84f3-241e7ded9492,de85304b-e858-4d14-a316-c226c27a8d9c,1,1,0,0,素材很棒，后续还有需求！,3.2,1,0
a3829392-56c1-4eca-b188-9867d3b687cb,bba04855-a0b7-424b-8ebd-398561aea1e4,1,0,1,1,,2.4,1,0
59844bd0-3a00-464d-b82d-71cacd9318c1,0fec4943-cf7d-4367-99df-02e6885a92e8,1,1,1,0,产品卖点展现得很清晰！,3.3,0,1
6714eabd-6510-4f40-8b0c-e0fd75d9b201,5f662384-469c-43f6-9956-42403297be90,1,1,1,0,拍得真好！,3.7,1,0
43aa0464-6f12-4ac9-9639-d5ae54a6eb1c,1969ed67-9418-419a-bd10-16fbbf5cfea2,1,0,0,1,商用授权已购买，感谢！，支持作者,3,0,1
8e27bd1b-bb79-4f73-9dc4-6367c355e013,2276d371-af7d-49b5-b09d-239dee27458c,1,1,0,0,,1,0,0
a4483fb7-db07-40c6-8b27-c6323d44293d,cca1fbd7-cab2-43b8-aba1-a8c245cdada7,1,0,1,1,这个是电影机拍的还是微单？,2.6,0,1
5a702819-f9d7-4831-9752-5fc78ec59d38,e0a39fed-3b83-43f9-b92b-5eeee21db52f,1,0,1,1,,1,1,0
f33ad462-9a30-4497-bc31-15ab60545373,0b16e294-6a28-4bf6-95cb-36216e2f5af7,1,1,0,1,这个BGM配得太绝了！,4.5,1,0
e221fbad-2a4f-4d00-8a89-15eb51b66f8b,f1bbfc39-8266-488a-88b3-2cdc2d5dad7e,1,1,0,0,这个运镜轨迹是规划过的还是随机的？,3.7,0,0
2bb85799-afad-4f1a-94c8-b02a0f76b8de,a3824f66-31e4-4565-b987-3e511f9ee596,1,1,1,0,,2.7,0,0
9bdfc7f9-ea3b-4e34-bacf-32af12ad0a84,fdb770f0-2b4c-4817-92f0-373731dd0964,1,0,0,1,,2.8,0,1
a65a7149-6bfd-4465-9b02-f6fefa97ffd2,968011e4-dec2-4700-b51c-6f57aa007715,1,1,1,1,,1.6,0,1
3e8193db-9d85-4f34-98d7-4bb5e5700b23,5a5d00fa-1aff-4790-b88b-999064e3b29c,1,1,1,1,这个镜头的跟焦是怎么控制的？,1.9,1,0
4d965b2b-6ac3-4e34-bd8e-10bb85879faf,ea590d03-c825-42bd-ab2a-26395baf474d,1,1,0,0,,2.4,0,1
9d08a94c-1a79-4d29-a376-81ba3a105912,dee0f54c-1143-4356-a8c3-472b8b7bfa42,1,1,1,1,好看！,2.3,0,0
e6a0b69e-4fe2-4670-bea8-b11fad34cad7,79600ee4-eaab-44bd-a3e1-1ab51dfcb516,1,0,0,0,,3.3,1,0
f290b8d3-2aaf-4811-b3d8-a9b5dea531f4,f31707ca-d5e3-4916-9069-9bc26d1e0be2,1,0,1,0,好喜欢！,3.7,0,0
9971e100-4208-4838-8a36-f1108adb8770,86126cfa-edcc-454b-874b-5eabe02bb1ad,1,0,0,0,,2.9,1,0
9b703fae-f4ac-4a64-b5be-fef8e6b98e5c,d2843982-b1f4-4350-b6ea-54000a962409,1,0,0,1,学习了，这个系列必须追！,1.1,1,0
34aeeec1-70f2-4c15-9970-7462e5760198,9d1ae6e6-a9a3-408c-b289-b61af4f15926,1,1,0,0,素材已用在广告片里了，效果很好！,5,0,1
f70cadb7-595f-41a0-860d-cdfe1eba980b,502ecc3e-2c82-47f4-97e4-59b4e97847e3,1,0,1,0,我们想定制类似的内容！,3,0,0
ec0ad25f-a429-4b41-bdda-11ddae732dc6,84374648-6b27-436e-81ba-b14f6a2592a2,1,1,1,1,这个镜头的跟焦是怎么控制的？,3.4,1,0
7bb4a1da-9e88-437b-a9da-04e7a43ca3b2,11b80b80-77a7-4c8b-9e7b-28329629a3fc,1,1,1,0,,3.2,0,1
a111efa9-8679-454f-8905-0b09e79b389c,3d285663-776f-47f1-aec0-1a7623adbfe9,1,1,0,1,进步肉眼可见！,2.3,0,1
5c811bce-1eee-4ae6-8338-46b9c91ada8a,e8a47f0f-4c96-4b59-bdf2-cd371cbd7039,1,0,1,0,进步肉眼可见！,2.1,1,0
de4e2996-09d7-4ae3-9952-729612b5a41d,46d414a8-e51d-4590-b2de-7cdddaf4a98b,1,0,0,1,,3.1,0,0
77b61048-7413-4b01-b8b5-1de3ba379b2a,38cae9e0-8e38-4f27-bf54-05bfe2c78a50,1,0,0,0,,3.4,1,0
f2d863ea-dcf9-4b9f-9a8d-b4c5a4b99509,ee612200-52f2-4b2d-acce-c5ff3f57a95b,1,0,1,0,档期紧张吗？我们想尽快启动。,2,1,0
b3060ccc-fddb-42dd-a3b2-f05826921828,b74072fd-1cee-4bbc-9388-f55f155e414b,1,0,0,0,每一帧都是明信片！,2,1,0
a7dfffc6-effa-4e96-aca7-9e20222540c5,265cb505-c6f5-4a9e-b413-afae41f4b647,1,0,0,0,是否可以授权给第三方使用？,2.9,1,0
2347a544-5b8c-4ab2-843f-a66b4f218512,a1dc11c3-ddac-4d05-a1cb-566bbd76bd15,1,0,1,1,这个广告片的质感太棒了！,4,0,1
bbf76000-8758-43d5-aa24-abab6ee2f2f7,85c169c3-e484-4f2e-adfa-6fc97d8a2a81,1,0,0,1,太有才了！,4.1,1,0
