user_id,prompt_id,view,comment,like,fav,share,rate,asset_id
d6623362-4314-4304-bf39-aecfa16deed1,6a462281022c84a4e879a477,1,有没有类似的参考素材可以发我看看？,1,1,1,2.7,d962e9ee-7e24-4ad9-b360-0349ba8d1578
660fbb48-07cb-4df2-90e6-2c77481d20fa,6a462281c02593adc27992b6,1,交付格式您有偏好吗？还是都可以？,0,1,0,3.3,cb88aaed-82a7-4471-931b-67c86d231345
a72116fc-b8ae-4b9d-9c42-9db8245189e4,6a462281349ca0c1077999b5,1,我常用索尼FX6拍摄夏日荷花绽放，经验丰富，可以接单。,0,1,0,3.7,
014df1bc-fd0b-4401-b77e-85874f837d09,6a46228147280a6a14798a66,1,同问，请问需要几秒的版本？有具体时长要求吗？,1,1,0,2.7,
1e0ba5d0-3c28-48e8-ab21-02baa26a5b3b,6a46228126a5aaaa6279acca,1,素材商用的话，版权怎么算？,1,0,1,4.4,
7cc31263-7c66-4cd0-abbb-dc93cc50fc2e,6a4622812378a118d779b2d5,1,我推荐类似城市车流夜景延时的素材，风格相近，您要看看吗？,0,1,0,3.5,
fdd3e3ad-40a1-402b-9351-19aaad3e0447,6a462281d82cd8d1a079a574,1,同样需要，素材商用的话，版权怎么算？,1,1,0,1.7,6e08dbd1-1284-4cbe-a2ac-a95e33eb6134
17c20dbb-905e-4463-86a4-c5bb55df63d9,6a4622818f26f8953c798e71,1,请问这个素材您打算用在什么平台上？,0,0,1,3.2,a73925ad-2e14-436a-8058-7695e78b2b39
5be1638d-4ef6-4c93-a13c-18455c58a662,6a4622816527c9798379a60b,1,要带拍摄参数信息的原素材吗？,0,1,1,2.3,782b9236-061c-4dc4-b59a-f68a7ff5cca0
def7d3e6-1eec-4f0b-8d94-a7fc7f81c95b,6a46228186eb517cc4798922,1,要不要先看样片？我发您一段预览。,1,1,1,2.2,93ea7039-f1d8-4148-b4a9-a9753654b8c5
7a029518-ff5c-4c2d-b064-759e680b4ce3,6a4622814480d5a599799fce,1,您说的人群欢呼庆祝具体是什么样子的？有参考图吗？,0,1,0,3.2,
84bb9908-a7a0-49ca-9dd1-e40904e1b674,6a4622817375f619d6799d24,1,要4K还是1080P就够用了？,0,1,0,4.2,8d2c99d7-dfd2-42d8-9ed3-e2068ac6d67f
dacb69b8-a03b-444d-b818-fc9540d6762b,6a4622812f53c426ba79aff4,1,,1,1,1,3.4,
a128911f-ad2d-4528-996c-91a8b343a01d,6a46228118d3763b1779b1f8,1,,0,0,0,3.1,7b878ad2-b060-4da0-887f-3635d09ec719
e8dd56a2-78b9-46a5-9150-25bb9c00d766,6a462281367c1ccedc798a8d,1,也在找，请问这个素材是商用还是个人使用？,0,0,1,3.1,ce01c66c-c5af-40ab-be43-da8fe27059a9
93ec11ea-3022-4ced-927a-854d5f81d417,6a462281cb451d44ee79b474,1,价钱不是问题，主要看素材合不合适。,0,1,0,3,b5dfd20c-f3c7-4d46-aa16-8a3bdee4304c
dc5fb248-cfdf-4d13-9d3b-f1de3c36f92b,6a462281d10cd7285d79ad9a,1,我之前拍过类似的素材，可以发作品集给您看。,1,1,0,2.3,
6a033ab3-ff18-42f9-943b-dc1e6a30cdc6,6a46228127bad07c0479920a,1,是横屏还是竖屏的？,0,1,1,3.4,5574f04a-236b-4eac-bd07-edf9fb7f25cd
9e7eb27f-bb9d-4ff2-a098-62468adbef4f,6a462281acd1ceb4af798c46,1,,0,1,1,1.3,
a72950c0-8690-4c9f-baa8-35a530921511,6a462281417df98f34798c54,1,请问买断的话包括源文件吗？,0,1,1,1.9,
a2f05dca-bcf5-4f1c-904b-4a11a0e9fddf,6a4622813264b0320479ae23,1,可以先发样片给你看看吗？满意再谈价格。，有的话我也要,1,0,0,2.6,4426eeb0-5e29-4b2e-b864-ea3f620cb920
590b1fde-9acb-46b2-9a48-5e3daa8de18d,6a462281dcc76c7ca779ab68,1,需要带音频吗？还是只要画面？,0,0,1,5,
cfc23be4-5211-43a9-b0db-8bacf206c586,6a462281d2ae95799d79a127,1,可以先发样片给你看看吗？满意再谈价格。,0,0,1,2.7,
4debc240-8a9b-451e-9db5-7c19b166f4eb,6a4622814befc86043799e04,1,,0,1,0,1,f132a896-b642-45c1-a08b-369f4c2788b0
25ee31ed-9f31-435a-9f04-6c10740ae1b8,6a4622811d11285fdf798f24,1,有没有类似的参考素材可以发我看看？,1,0,1,4.3,e376a21b-ed64-490e-a5e9-be5629e6c11b
796b9ba9-53a1-4c45-a349-fe9d1f40d8b5,6a462281ac97c96c9879b097,1,您要的是蜘蛛结网延时还是极光夜空奇观？我确认一下再发样片。,0,0,1,3,
c3c5f5c3-6725-419b-997a-2a41abbf1681,6a4622818b8b3b3841799206,1,请问您需要街头艺人表演中的哪一种？,0,0,0,2.4,
3742cb6c-4f24-4201-8972-19553125848a,6a462281f2e43de46079ad0c,1,请问有参考视频吗？我可以更精准匹配。,0,0,0,2.8,38bc5384-9322-4e91-bc41-019f0eebe144
d1f28691-5b30-49c9-a28e-41b909cde3cf,6a462281a4c6e02492799bc8,1,商用的话需要正式授权协议，您这边接受吗？,1,1,0,1.7,
0c54ed08-b654-4914-839d-610d7f4642c5,6a462281a3b6415db379b14a,1,,1,1,1,2.9,f4ce83b1-0576-4edc-8312-efd0cda77581
08f5f3c2-ed03-460e-9fcb-5790b4d1d3ab,6a4622815fa3def9ca798f4f,1,需要多少条？还是要整组素材包？,0,0,1,2.4,a1762d9b-822f-4a60-b761-8b66945b3f2a
55810f96-3c44-4515-8a2e-97071ec31616,6a462281c5bfec1e1b799e11,1,,1,1,0,3.7,d53aff96-53cd-484b-9919-6ff2a0d8cdd2
5a12961b-35e1-4e15-958d-0558a6b92cdc,6a462281773f9a3cab79aca2,1,,0,0,0,1,6689c622-19a0-478c-b11e-e4338b5e9c2f
137f2d02-2ea3-4f53-932e-05aa976d6386,6a4622813f5308dcd779903d,1,,1,0,0,4.2,59aa5388-2765-41b6-bf7a-216f60427674
c3a85cf4-a3ec-4402-920e-7d158a6564ee,6a462281e7a5cf2ba179b60c,1,我做过同类型的项目，有案例可以分享。,0,0,0,2.5,
71e78eef-753d-4a66-94ca-1040cbe0cfd5,6a462281797724514479b181,1,要带拍摄参数信息的原素材吗？,1,0,1,3.1,167b38a7-6051-48e9-b29d-30cb5668d10f
38f22aac-bb34-470d-a828-2e9ebb4b1607,6a46228159c0135cfe79a938,1,,0,0,1,3.2,
5ae021b2-4002-4e0d-afba-08e1c03ea716,6a46228167a211654979932a,1,素材里有一些微小的瑕疵，可以接受吗？价格可以优惠。,1,1,0,2,
a99147a3-fa6f-4f11-9ecf-09f1d4845091,6a4622818e54c01817798b55,1,价格可议，您觉得多少合适可以聊。,0,1,1,2.8,c1092255-7b90-483b-b8b7-b1b16677ed8e
e855d66b-e2a9-496a-8c96-58ed8ce8c711,6a462281b83add161879a59f,1,,0,1,0,3.7,
0cc84920-476b-416c-a80d-0e53e65da64a,6a46228110328e6c5979936f,1,我有面包出炉特写的素材，不过4K稍微低一点，您看合适吗？,0,1,0,4.1,7c398192-f4b5-4b69-b0b3-f5adea57bc8c
dce8e304-066b-4317-bda5-8e05095a22e0,6a462281d181465b69798d7b,1,您要的是跑酷穿越镜头还是秋日银杏大道？我确认一下再发样片。,0,1,0,3.4,a9553e02-0603-448c-a45b-ce93d8bbba89
89ae8741-7147-4163-8f55-61f89875db72,6a4622815d7e077b357988ea,1,,1,0,1,1.3,e087b6bc-a4bf-4e1c-812b-5289fc4cb352
f4ea771c-78c9-41b9-8da1-76a458f917c4,6a4622816013fa141c79a6e2,1,,0,1,0,2.2,
b5ae94ef-12e1-453f-9987-60a72a129202,6a4622815351e08c3979925a,1,请问需要独家授权吗？还是非独家就可以？,1,1,0,2.7,21d3e3d0-e813-42a5-80de-f8336eccc466
eaa7f74b-239d-497c-b3ab-18a6d7e891ff,6a4622812a845d63db79996f,1,您要的是跑酷穿越镜头还是街头艺人表演？我确认一下再发样片。,1,0,1,3.7,540ff587-e882-463c-a8cd-69c7edce9df9
ac65b032-139b-40f8-9d8e-ecd2d2f735e2,6a462281b5d9c23a36798a5c,1,时长大概要多少秒？16秒左右够吗？,1,1,0,2.6,657e5ebd-9827-4e58-addf-ec7149ff2b69
2e50b684-d5f7-4c2a-a0fe-c50851fc874d,6a462281ff1be65701799415,1,,0,0,0,3.9,
c2449f3a-4215-4951-8c38-5e32215767f4,6a46228115aa61719d799679,1,,0,0,0,3.8,17bdb191-53d5-49a7-98b6-3f6172e1d21c
4ab9b908-537f-48b3-a8af-79cbec4a0def,6a462281c335f6e7c6798df1,1,请问有参考视频吗？我可以更精准匹配。,0,0,0,5,
83c71c1d-312c-453a-910e-bbaab3d643ec,6a462281edc21886c979a3c3,1,请问交付方式是怎样的？我们好配合。,1,0,1,2.5,ea0e8ed6-ace1-44c8-9830-87a9290819d3
a968ae9b-09d4-4efd-a77d-5e9026f96f69,6a4622815ecd4187e079a86e,1,,1,0,0,2.9,91306c10-6f78-4f9f-b374-53663954a2e2
9634b7af-3bec-40ef-9ab7-4fbd3b015a73,6a4622815ff2a3ab5679a6a0,1,,1,0,0,1.5,
a45c8913-4228-457c-bad5-04ce4fd16245,6a4622816cfb5c889d79b6dc,1,用的是索尼FX6，无压缩，画质很干净，符合您的要求。,0,0,1,2.2,74fa7357-397d-4c53-9a23-2ba21990ffca
2a7b5820-1bee-4a4b-aede-0c97cb6e5fad,6a462281ad0471224579a21d,1,有没有类似的参考素材可以发我看看？,0,0,0,2.5,d0ca255c-d21f-4db3-9899-d70c9490c6e2
9b4e5b43-bc2a-4d24-9f11-a5ffd8e09a0d,6a4622810054a5a518799c0d,1,手头没有舞龙舞狮热闹，但有日落在海平面，效果也很棒。,1,0,0,2.8,4302b842-878f-49c9-96bd-a99eb5ebb4d6
b075df1f-dcc8-4d74-8bca-bf62d6fda9c9,6a4622819f9adfea5c79b2a6,1,用的是索尼A7S3，高清，画质很干净，符合您的要求。,1,0,0,2.7,
a1025bcf-03f1-4190-9e95-3ace8a116951,6a46228161a66973c6799a4a,1,这个素材如果符合要求，您愿意出多少钱？,1,1,1,2.6,5da4271b-b57e-4a95-ab48-33c2432e4e5d
3424be59-4dc1-45f3-8c7e-1f36c8198daa,6a462281ded403deb8798b83,1,您急不急？如果不急我可以专门去拍更好的。,0,1,0,2.7,1e5784d1-a08a-47ce-bcb8-8c2fcfb56789
87f9a787-62cf-46e8-9f22-c09aac29aa0e,6a462281fcbc39521f798e41,1,我有相关的拍摄案例，可以发您参考一下。,0,1,1,4.7,
5b7d0b30-aad5-4c58-b2a5-3ae3bb283d64,6a46228140d6fe42b0799773,1,,0,1,0,3.7,761088be-f5ee-4c37-a3a0-338941c2cb71
e891fd9f-f06f-45f2-b23d-fd7a52d89463,6a462281d681bab9e879b4e7,1,您愿意为这个素材出多少钱？,0,1,1,4.2,
1ea4e59a-fdce-4206-a58e-94402aef5160,6a462281617c7f70ee798a99,1,我擅长拍瀑布水流特写，如果需要可以定制，时间2天左右。,0,1,0,4.5,5dcb66a8-c6a7-4d2e-ab26-9d015fa46a0d
6be14bda-0208-4b25-ad35-a95acbe4d9b7,6a4622812bf0daf3b0798d5d,1,,0,1,0,2.9,4c25d564-255a-4ffa-97c3-31e4991df2d4
bf7dae99-bd87-4f73-94c4-a0fc3ffe1b88,6a462281131720449d798d70,1,您急不急？如果不急我可以专门去拍更好的。,1,0,0,3.6,
9554dc7e-fb62-49a1-878d-e843fcb1b638,6a46228192003dd24a79b30e,1,有一段素材大部分符合，但有点小问题，你要看看吗？,1,0,0,3.7,
68ad73a0-c925-430f-9f50-69e41bed503c,6a4622818e133c037b79a17c,1,要4K还是1080P就够用了？,1,1,1,2.9,eb83e543-caed-4110-b641-07a212ffb572
ab99f521-d4ba-4212-b099-d6aa247b7c4d,6a462281976ee7b1bb79ab4b,1,我有类似的素材，不过专业，您看看要不要？,1,0,0,4.2,ff9277f3-ee67-46b8-bf39-b1b54bc19e42
a4919e64-6e54-4504-80fe-105cefde4d00,6a462281f15c94755b79afa3,1,,0,0,1,2,b445cbb2-7b6f-4e83-b28c-575263f5009e
9c6a9d09-dcac-4921-bf57-46df2dff0550,6a46228199795714d7799f5f,1,,0,0,0,4.2,4438760d-b61b-459f-95ca-e4bd19ffe150
8fed537b-9130-43b3-b6eb-814f79406960,6a462281f01c461f11799c33,1,,0,1,1,3.1,52eca332-0804-42f1-b5af-25a82c5566ba
99daa34c-fa37-42d0-ad95-c62fab80c4ce,6a4622818c69c5213679a160,1,需要多少条？还是要整组素材包？,0,1,0,1.4,
3c64479c-5899-48cb-80fc-edaf1dadef64,6a462281d856e5bc0179a388,1,,0,0,1,2.1,710f90ae-be24-456b-8fe7-0c7768c5ad79
7a91f3d6-e8b9-4f83-a23c-0ec8dd592eeb,6a462281a7517c35e8799b21,1,素材的肖像权和物权授权都有吗？,0,0,0,3.7,d579b7d6-89f5-47f7-aa17-928faa8081fc
64dcaa13-9cfb-4348-a9a8-94083bda2075,6a462281112c9e88cf79897b,1,请问买断授权和普通授权的预算分别是多少？,1,1,0,3.3,
2afbab9f-8624-4c19-904e-44936809c885,6a4622818be76cab6279ab3a,1,我有类似的猫咪特写镜头素材，但不是完全一样，深情，可以吗？,1,1,1,3.1,51c98037-f75e-49fd-be72-3089fb7aeb29
fa533e33-7d5b-4564-bbf0-d9d95e1687fe,6a46228188abca0c4979ac57,1,价钱不是问题，主要看素材合不合适。,1,0,0,1.9,
7438fe2b-e82f-4305-8fa7-7a54a9bc94dc,6a4622819778307ae279b679,1,我这边有彩虹横跨天际的素材，电影级，纯净，可以商用授权。,0,1,1,3.5,
8f97db56-59f4-4aba-aaec-f04dc70acaf5,6a46228163c2b3337c79af8b,1,,1,1,0,2.9,1c1385f0-54f4-4b49-af71-21f786060944
6d44eb05-bc16-48dc-ae30-a9bef71e852e,6a462281e67fc54128799e1b,1,我有一段极光夜空奇观的素材，不过星空不同，你看看能用吗？,0,0,1,2,
894116f5-82c4-48b9-9fc3-1c0f253fc5c7,6a462281d2ff9b5b85799355,1,您要的是瑜伽冥想镜头还是咖啡豆烘焙过程？我确认一下再发样片。,1,0,0,1.3,
f067df98-ef50-42c6-8bb9-1fa4fc144c16,6a4622817d473e163379b04b,1,我发一段样片给您看看质量，合适再谈。,1,0,1,3,f9d38278-491e-443d-bd85-d049d845b1b4
a9b75a00-ff78-4d28-87e2-1fcd5cf05c11,6a462281337a1882447995ba,1,我有相关的冬日暖阳树林视频，专业，浪漫，需要的话可以发样片。,1,0,1,3.6,65787240-60d7-42d4-8e11-c7b929c1adea
74d0decc-d0b0-47d1-bdaa-2d113796ddf8,6a46228198cce0752b79a352,1,这个需求我感兴趣，我可以近期去拍，11天内可以完成。,1,1,1,3.1,
e6537458-d867-43c0-a581-d6df4eb2d6c4,6a46228195d581870279a1d4,1,借楼，之前给品牌拍过类似的，效果很好，可以看看。,0,1,1,1.3,67327749-db52-45bb-ac1b-84cf7120fca6
eae296b9-cb73-477d-a2b4-6229b3435a48,6a46228187a77d7430799a7e,1,,1,0,0,3.1,f96deba6-96e9-4a3c-af06-63852aad095d
dfddd6ab-e172-4036-a6b9-4455105f88a5,6a462281ac0622707179a773,1,,0,0,1,1,d637c4f5-5c92-44b3-a9f2-d7c8ad069c10
b0438aa1-5a24-45e9-a355-e4cc76906fd4,6a462281751e1d746a798c89,1,,1,1,1,1.2,
272bf6a8-b4c5-4095-9a38-cf3f3034bae3,6a4622815a477d0810799266,1,补充一下，我有一段样片，可以先发您看看效果。,0,1,1,2.9,f903d6ca-b2f4-4be9-b195-cce38795cb15
f155d763-3225-400f-b918-afb2204292b3,6a462281258230e5ec79a317,1,有参考样片吗？我想看看您想要的效果。,0,0,0,3.1,9762bb20-9899-407a-a695-ba3d9060d7c7
a598e7ea-e105-4666-a377-917b668a197b,6a462281123d7715f47991e3,1,虽然没有完全一样的，但我有类似的雨滴打在窗户上，效果也不错。,0,1,0,3.5,3dfb2e24-9559-40e0-ad6d-46c7028506dc
693c8e88-04a2-407a-9b77-a5aecd5f8205,6a462281d6804a5d3679b6c8,1,我有春日花海航拍的素材，不过广播级稍微低一点，您看合适吗？,0,1,0,2,b4cc8570-581a-4889-8bbc-4d4987cc635f
fe7c4469-d3d3-4de1-a072-00c76c27f1b8,6a46228116f285539579a682,1,我有轮船破浪前行的素材，不过RAW稍微低一点，您看合适吗？,0,1,1,3.6,4199440c-bd64-4daa-99d9-411deaf679bd
f60c2184-808c-4d0f-aa00-ab71fc751d5e,6a4622819533fba3ce79a97a,1,有没有类似的参考素材可以发我看看？,0,1,0,3.2,
e39eafd3-77a9-4489-a354-4564ca0a6d15,6a462281ef76f3842979a0c9,1,能发一个参考视频给我看看风格吗？,1,0,1,1.9,698f6c7e-8056-4131-936d-fe2f66dea221
bf04244f-f4c2-42a8-ab29-28bcd51cb7ce,6a4622818d1115e9c9798d95,1,我拍过类似的咖啡豆烘焙过程，高帧率，诗意，可以出授权。,1,1,0,4.9,4c75e99a-c07d-4540-bac3-63eac7594aac
8f551652-73ac-4b74-ad4e-04fcbdd58cc3,6a462281c2ad25f7c9798e88,1,我可以定制拍摄皮影戏表演，4天内交付，您看可以吗？,0,1,1,3.4,
5d1b4415-7a4b-4184-971e-41291f453a08,6a462281ab3850a24b798cbb,1,,1,0,0,1,a5e8e299-3bd9-4f59-b2c3-2965e672a681
aa7dede7-07c4-45f9-8f2c-51f144eb85a3,6a46228139d53e3c1c799349,1,时长大概要多少秒？15秒左右够吗？,1,1,1,2,4afbb7be-b1a4-4864-9455-53aa556f403b
26995eb6-b41e-4062-b50c-ed32d4185763,6a4622812a0edb6ec979a249,1,时长大概要多少秒？42秒左右够吗？,0,1,1,4,e1cecd0b-0b6c-4f58-996b-75cd5c6c467f
ff8ad99a-0841-4697-aa70-290b8f79a052,6a462281890f94781679a9f6,1,我用大疆御3拍过很多海浪拍岸慢动作素材，质量没有问题。,0,1,1,5,436e75a4-5671-447c-87b8-6742a0064160
52e2b808-ae09-4245-92ef-6d577f467357,6a462281c5c34ef243799ca4,1,,0,0,0,3.9,8c9c7352-158c-411c-a5dc-e7babb9995aa
55f6b543-1417-42c9-84af-db698ae10e3d,6a4622810a6f6957f179940b,1,,0,0,1,5,
26a237ed-25af-4389-b31b-f23350c5f1e4,6a462281fe09d763c079ab21,1,交付格式您有偏好吗？还是都可以？,0,1,1,2.8,167dd7e1-af6e-4872-8b8b-ffb53288e4e9
24d1b5bd-be89-46cc-8067-d1a46505082a,6a462281d92e2f1f3179a391,1,这个风格我经常拍，可以定制，需要的话我8天出片。,1,0,1,4.5,
7aba0433-2ea3-44d1-8bfa-157f527f6b81,6a46228184c5903705798a5a,1,,0,1,1,3,
84f260e7-bab7-4819-9f59-147dce5505a6,6a46228104357a1ecb79add9,1,需要原片还是有剪辑过的？,0,0,0,2.4,8abe2180-e0c1-4e5b-aa8d-13a801c21074
60c3f6ab-091a-4bc7-a637-f87c3356d435,6a4622814805c19c7779a9f3,1,,1,1,1,3.2,
420f1f85-e4e0-4120-aeb1-1a7ca27d7728,6a462281e66fc41d41799fda,1,,1,0,0,2.3,105e5e7b-22bf-409d-981f-fb27007ab952
ae025b4f-2027-4c9b-93de-c4d7097fc1fb,6a462281346d0d7e5079a47e,1,您要的是微距版本还是特写版本？,0,0,1,3.8,77389679-89a0-4614-9e46-e7a3690f12c3
5a347cda-d5a3-48c0-b63c-884fb45c76cd,6a462281edac8ab0ed7989b9,1,请问素材怎么发您？网盘链接可以吗？,1,1,0,3.5,73627a89-3b04-415c-a75d-3bfaf75e7c1d
960f8438-437a-424f-bfd5-f904b00e373f,6a4622815d50e9ef7479a955,1,预算是按条算还是按套算？,0,0,1,3.2,29797448-d964-4ea9-9137-d9401c8a60ef
a11073fb-cf14-4e0c-a479-a56aeadc72cc,6a4622812a13fe350c79a110,1,这个素材要得急吗？我手头刚好有一段。,1,1,0,2,ce0251bc-b761-4fa8-9773-8c709408a0b9
40839b28-3e30-45df-b3b2-17eabea03b5e,6a4622817e364be129798bf0,1,,0,1,0,4.2,
b8e42843-8398-4dca-af5b-affa078cff3c,6a462281735dc7cf697989bb,1,,1,1,0,3,b1120307-be5e-4bee-950b-c1056cdb5e8c
