user_id_A,user_id_B,follow,message
f6b647e7-66d1-4ee1-9576-081079066647,3ce23dcb-ff2c-4def-8220-e1983f118915,1,你好，我看您拍人像经验很丰富，想请您帮我拍一组写真，大概预算多少。多谢啦
4c5b4a1c-1042-4c7b-88af-d08f05caa42f,a7718906-05ed-4178-8d45-a2beddb54474,1,你好，我们公司正在寻找视频拍摄的合作伙伴，看了您的作品很认可，想聊聊合作。感恩??
d55f8415-6f1e-49b4-80d2-acf3aafeb902,03d02756-31b1-4a14-b14f-b991ddeb2fab,1,你好，您拍短视频的套餐价格是多少？包含后期吗。等你消息
97f0994f-b6a2-4f40-851e-dbc57eadd8d3,cad91a97-81a7-4e9c-bada-9404f6d6e500,0,你好，我们公司的视频业务需要一位像您这样的导演，期待与您合作。盼复
cb5a5729-ff78-4195-b6a9-eb8975b236db,ba96b453-a8c0-4945-bfeb-dc4ce2ffca5d,0,您好，您的作品很有电影感，用了什么设备拍出来的？
b09941f8-2921-46a7-aa65-c9ab81085bf7,b736573f-d098-4a46-b52a-f3285aa9412d,1,您好，关于拍摄的细节，我建议用自然光拍摄，您觉得呢？
f597ef2e-d5dc-41eb-987a-5503b7370129,be981cba-bb73-4297-91a7-e63d0fccc977,0,你好，我想问一下关于拍摄进度的事情，视频里那个画面看起来很有质感，是用什么设备拍的？
af62226c-984d-4323-8686-b2f72fd1d698,4c4d30aa-443e-41c9-a2b8-d9e1ce5fa6f8,0,您好，想跟您聊一下独家合作，我们可以提供资源支持。
08d63cdc-8c9d-430b-8dd0-f135327d5c17,19b89e5c-9aa0-4e1e-abc6-10dccc3f52cd,1,
3a8a2d24-c755-4c46-b3f2-00f30b07df54,f14dd057-fa44-45c4-8208-f9978fb1844f,0,你好你好，我想做一期类似的探店视频，能否请教一下你的拍摄技巧？
2b71a0c3-67f9-4291-ba1a-a0f791f08453,ca169a77-de6b-4451-ad36-583ac8dd6db8,0,
609f12d1-2c5f-47c5-acef-3a7a89ad47c8,a959968e-0e8f-454f-b8c9-324249e44409,1,你好，收到您的需求了，我已经安排团队去处理了。
4eb56e58-2d23-45d4-a28e-6c356e17c28e,e7cb80cd-7b5c-422b-afa6-54601c6f7180,1,哈喽，想了解一下套餐服务，有没有不同档位可选。感恩
7a1eb8ad-1483-4cc1-826a-d410bbf6d8c2,5d336f5b-798d-47ff-b193-d06819d2d1f8,1,嗨，看你发的作品，太美了！在哪里拍的？
f0ed089e-b6c3-4a14-b505-30bee5bf4a06,ded4f95f-ee5e-4728-b015-a94b3aa21b32,1,您好，您发来的样片我看过了，色调需要调整一下。感谢支持
04e52430-c1e3-480b-a72f-2e3bae498a4f,5d3a6c65-d5b6-4b8c-8c31-3f6b64dc3ab1,1,
da546b7f-ca2a-43d0-99ab-74bbdf613d52,26d8ded2-0595-4722-83aa-90bf4170b09c,0,您好，请问您拍摄活动一天的费用是多少？设备您自带吗？??
7107b0dc-2258-46c1-b474-183c45aaff43,f353be4a-b355-4f76-a642-d638f69e0ede,0,你好，想咨询一下这种风格的拍摄时长大概多久？我想做个类似的。
ba4df842-ebfa-4714-8456-7e7bb4fd06f5,831f1fbf-599b-417e-b33b-57d1f244735f,1,您好，请问您拍摄活动一天的费用是多少？设备您自带吗。祝顺利
58f501b2-5294-424a-92dd-e562bed873c7,8b5ff906-ee0a-43f1-808e-25aca2ceb1c3,0,您好，请问您拍摄活动一天的费用是多少？设备您自带吗。随时沟通
d7da8492-75af-415a-bae6-910acce21eff,e56c16f8-209e-4d6c-89a7-5a143bd6eb6c,0,您好，我们正在筹备一个美食系列的拍摄，想邀请您作为特约摄影师参与。感恩
4a1b9ca0-2bec-44fd-a521-43a7b5e6f338,4ab14992-ecb2-4c3c-be84-bbbcf935a34b,0,你好，你在那边拍的吗？那个地方我去过，很美。随时沟通
e32b497b-86a9-45d4-ae6e-c086feb92462,9347910c-efc2-4440-8eff-497df8b55295,0,您好，素材您收到了吗？想确认一下是否满意。
d0adb760-9692-4724-aa6d-a032f0241a07,37ae186d-72d0-40fc-a3c6-91767020e7ff,1,
6719500a-0740-41a1-88e3-530ecbe1b57a,a0045b9f-2436-4967-b472-bf043cf3e148,1,你好，我们公司正在寻找视频拍摄的合作伙伴，看了您的作品很认可，想聊聊合作。
d900ef27-ce39-4152-b6d4-debb6d3e8e8a,4b05e50b-ccbf-45ae-9892-fa0ce5e07b27,1,你好，我们公司正在寻找视频拍摄的合作伙伴，看了您的作品很认可，想聊聊合作。
4fdb8c15-2301-4b58-921b-577705c0cbe4,175fa713-5569-4108-9fee-d5e1332dad6a,1,您好，想约您拍一天，设备您自带，总费用大概多少？
770f4b5b-a3dd-47c6-a8c6-63267bcf5b5f,45a2c278-ee49-4ea8-ba5d-7454e9ca9206,1,
3c629f36-9df7-4624-a286-1371b1ee52ab,3e909123-719b-411f-a9b9-3dc32731538b,1,嘿，最近有没有推荐的拍摄地？想出去拍点东西。
d0806c04-b3b9-40fb-8bed-17847a4974f4,11eb5975-b980-4998-a3f0-412015674199,1,您好，请问您的视频中那个转场效果是怎么实现的？我看了之后非常喜欢，想跟您请教一下具体做法。祝好??
1af19f48-7ab3-4190-826f-002f4265c981,af562bef-0191-4897-a1c0-862be136d1b3,1,你好，您的报价是含税价吗？发票能开吗。谢谢哈
885d6a2e-8cb6-4316-a4a8-1b97bad76a28,1ab26aae-7836-4140-80d3-3b0cc36b44a3,0,您好，您的系列作品太棒了，想请教一下创作的灵感来源。祝拍片顺利
f4fa1948-0511-4c98-b271-5cfae4d07a6a,f4493bc3-31a6-44ac-9366-3332425da574,1,
deb98faa-a00f-4f46-88ef-da330889724f,19357219-6ad1-4535-b36b-4cf15322ef26,0,
8079bac8-ee9f-4a41-b76d-7537b4af6ab2,35c3fdca-5c2a-4185-9b04-3589b2bb0d50,0,你好，看到您在平台上发布的美食视频，非常喜欢！能分享一下拍摄经验吗？
8855f122-3316-45a7-a5e2-2d6ed835f18f,20b1787f-3e35-4517-a743-c68c676ee106,0,
6f523513-8e77-413a-81d9-656b9f4c2614,140cc332-1d34-4f33-9c1e-3da59fdde520,1,您好，您拍外景需要提前多久预约？定金是多少。祝拍片顺利
2ed62523-6fc8-4101-9d14-57bfaedc329b,22e7b11e-3369-4107-b2c0-afabfe7c7736,0,您好，我们想跟您建立战略合作，想约个时间细聊。
64fedafe-8fbb-48bf-ad5f-66accac4b60c,da8106f1-8dbb-44b8-b273-54d3295a7b60,0,
c52f3116-7ece-41ee-8795-d4e673fc05db,0af295ea-2da6-451a-9c87-925119bd54a0,0,你好，我们有个海外拍摄项目，想找有经验的摄像师，您感兴趣吗。麻烦了?
3eadac82-74e0-4ae9-8954-fd01128934cf,f7da376f-e1b6-40c9-823a-d4532a18c93d,0,你好，那个场景我换了，之前的素材可能用不了，要重新拍。
3cba05bb-e855-4b71-91a5-c2f3fb60aa16,4f29c7cd-935f-46c9-9f7c-2ef76d64721f,1,姐妹，想了解一下套餐服务，有没有不同档位可选？
df70ef16-8a39-40de-9e2e-b8421779d0af,ff734236-6ae5-4f8e-bb0a-8e0b78c902ba,0,你好，想咨询一下这种风格的拍摄时长大概多久？我想做个类似的。
979b978b-38fb-458c-8abb-47d8cf63b615,8213708a-8c19-4e39-be91-97aac37a3ab7,1,你好，打扰了，想问一下视频的进展，大概什么时候能好？
5defc830-6828-436b-94a3-2143583a82e6,bcd31691-f9a1-4a06-bca4-7aa1aa9ab469,0,您好，想跟进一下项目的事情，您方便回复一下吗？
35249d82-9c90-4eb9-8f58-63784454b667,cf036c99-e4da-4587-918e-266d6552697b,1,
02d5ea62-4249-49ef-b15b-12f2ad9da887,f1f90070-2820-4fb5-9c97-a84605806c70,0,您好，我想长期找您拍品牌内容，能不能给个打包价？
55728d91-d69c-4ff8-b42a-eb55d4cc8c91,fed60a60-7c56-4f8e-8a55-223f17de972c,1,您好，我想请您拍一个宣传片，大概三分钟，请问报价是多少？
0c758941-72df-4067-ac9c-171616b5183c,663389e4-255a-4f7f-b5f9-a1d76e22dfff,1,您好，想问下包天拍摄的价格是多少？超时怎么算。感谢关注
43aa0464-6f12-4ac9-9639-d5ae54a6eb1c,ba70e19e-c65a-4d64-9c9d-0abd34041a38,1,你好，想问下那个外景是在哪里拍的？方便推荐一下地点吗？
7f957f4b-bd4d-47b7-b5a0-569e73f3e8d1,39456eed-704b-463a-9b7b-86059714ba01,0,您好，关于报价，您考虑好了吗？我们想尽快启动。
15097c7e-cdc6-4b43-9d33-a03a9237e535,e6dd704f-956a-4b10-8f87-43b0f5af114f,1,
e3f437a4-ff82-4525-85b5-e327beb5a412,9820a66f-2b69-4f90-bb9c-8e8c426fd765,1,你好，我对您拍摄的城市宣传片很感兴趣，想咨询一下拍摄的细节，方便透露吗？
116adecb-1a03-478c-92e7-f8d668886aca,c22497b6-29f5-40f7-9b09-30e6654e02a8,0,您好，我是传媒公司的，想跟您谈一下品牌视频方面的长期合作。感谢
9065e731-3b7f-4168-8446-6b8090d994a5,6d126e1b-79aa-48f5-8b0e-849836c03a0e,0,您好，不好意思又打扰您，想问一下项目的最新情况。
a8921dcb-5c65-4029-bf36-6b255f829890,961f21cc-fe71-4f66-814a-c525f8dec619,1,您好，我最近在拍微电影，遇到了光线控制的问题，想请教您是怎么解决的。感恩
ae7d7a78-7d8e-41b2-b48f-3f36625e9e19,a0388b90-51e8-49c5-b165-b32fbcbf64b1,0,您好，请问您的视频中那个转场效果是怎么实现的？我看了之后非常喜欢，想跟您请教一下具体做法。
2138f4c6-779a-4b6a-886b-917756ec3059,68a4a2c5-df1b-4889-aea1-32e846d733fd,1,嗨，看你发的作品，太美了！在哪里拍的。谢谢哈??
a25d8d89-ea46-482d-b54d-6d3f9a496d89,285906be-a968-4712-a1c8-01c3c2553c74,1,
4a234141-42e5-4b39-9c90-5456866f113f,bc5d57a5-c0d2-4ba8-8935-9de5a9377456,0,您好，我是朋友介绍来的，说您在视频方面很专业，想咨询一下。
8e30a32c-6b3a-48a4-ab18-a0a0413b29e0,de67db36-0333-4694-bb5c-6481744f70fe,1,您好，收到您的消息了。关于拍摄方案，我的意见是可以按这个方向走。合作愉快
827536de-88de-4257-9b84-bb7cdc1d3d81,97928c98-f404-4f90-aff2-c7a4ff6a195b,1,
d55a9544-5ac0-4a70-ac08-156c50e1d492,8e8b4a07-0fe1-4a51-b67f-0b0c2bb726ef,0,你好，请问修改次数有限制吗？超出怎么收费。祝顺利
06cae5bf-2ba8-426b-b382-6bf4d504a815,05aee596-1332-42fa-8b0f-a2da47a82b1d,1,您好，想请您吃个饭，聊一下未来的合作方向。多谢啦
f9413f10-c95a-4f25-8414-67e89a1bde51,7c355ae9-fb21-48a1-b473-b5b78f720c02,1,您好，我最近在拍微电影，遇到了光线控制的问题，想请教您是怎么解决的？
5efe4a38-e5b6-492b-bee7-d97e964975ab,4a4425c8-fe51-45ba-9ad0-1eee69fdaa68,1,你好，视频已经上线了，效果很好！感谢您的信任。谢谢?
6ffc5ad1-f5c0-490a-a8ba-0a6ca1420ceb,e61eaf0b-67ea-4d13-af4f-db83ec84dec3,0,你好，我们约定的时间快到了，想确认一下是否按计划进行。
761cc89e-e68a-404e-9267-924b517c4f27,8cd6cce4-33ce-49cd-a208-19e6162ae9e6,0,你好，打扰了，想问一下视频的进展，大概什么时候能好？
619156cb-2a99-4f7e-b377-c27e4763b7fd,555193f3-ca3b-4663-881e-f1f0f0430fbd,0,您好，我们想跟您建立战略合作，想约个时间细聊。
ef5611fd-7906-48f4-9087-2faac905517f,0a675094-5352-4173-ad40-7841b330ee06,0,你好，我对您拍摄的城市宣传片很感兴趣，想咨询一下拍摄的细节，方便透露吗？
1bac2239-e6d9-4c1c-8def-9c1f6095cdb4,9ce206fb-224e-4b6e-8802-0131e7273b96,1,你好，好久不见，最近在拍什么有趣的内容吗？
629102e4-cbd7-4e97-b2cb-bacbc98b8fc1,9aa47468-3ef1-4a3b-bbdc-8d2dbfbd08ea,0,你好，您拍短视频的套餐价格是多少？包含后期吗？
e52ba953-663e-48c2-aa25-ba860885ff6a,7ef4d2c6-dd3b-4b13-aa7c-ed1d7e6903fc,1,您好，我们有个年度品牌项目，想邀请您加入我们的制作团队，有兴趣吗。再联系
c10579ce-241b-434e-883b-f27288bd8c7d,69dec49a-9998-41d5-87f8-f2ffa35c0d5a,0,嘿，看到你新发的视频了，拍得真好！向你学习！
c843ce40-35cb-435e-a95c-c00c6740277a,99395080-d72c-4106-8440-1733695f5128,1,你好，我看了初稿，那段需要重拍一下，光线不太对。先忙
c3140875-e942-4d4b-bb03-5eaa2150062b,72e1df2e-2eae-44b1-a4eb-a0b82d9ba159,1,
8c06668c-6ac4-4b0c-8479-00eec6c816d0,eb35bf59-ccf0-452b-a83f-8ef3add08586,0,您好，素材您收到了吗？想确认一下是否满意。
71f43526-d9a6-4a99-bf2a-4b05e4f420cd,7252b148-f211-4a38-bf8f-eeeb7b945a32,0,你好，想跟您探讨一下短视频的商业模式，有没有兴趣长期合作？
1c8345d3-b0dd-4054-a337-b32a31dd5d62,bbf035ea-94f4-40ce-b056-157289cdb7ff,1,你好，我想问一下关于拍摄进度的事情，视频里那个画面看起来很有质感，是用什么设备拍的？
fa4f6d5d-b022-4482-ba1c-c49bf3ba7ce8,0681e8e7-7193-4188-957f-690f42a8c874,1,你好，我在策划一个纪录片项目，看了您的作品后很受启发，想聊聊拍摄方案。
35ac1a68-6165-468e-92c0-d3539d333c51,61a31f99-8a04-4216-bb5a-fee20612acaf,1,
4dc665aa-743d-47d2-882d-8c7f732fe786,e4f3f9f2-b6c2-40e9-b66f-f9cfe9b4f7c8,0,你好，看了您的作品，我们有个纪录片项目想跟您联合制作。
c4787e3a-05dd-4c71-864f-67c846202274,f907e8e1-e015-4a19-bc5c-9899815f0173,0,你好，想请教一下那个黄昏场景的调色思路，您的色彩太高级了。辛苦
f686bde4-5fb1-478c-b7bd-f4b8a1962773,66f23f6b-7be5-4a49-aaf8-ed19c652d41f,0,您好，我们想跟您建立战略合作，想约个时间细聊。
62a45f93-0113-4d0f-8217-4d077f6883ca,008622b6-8daa-40d5-b1a4-158922ced664,0,你好，我有个美食视频要拍，外景加内景，您能报个价吗？
3ea87dcc-9f79-45f9-b4c3-3ebfccd159f4,35e51abb-a062-469c-97f4-7b963496fc20,1,你好，您的作品中光影的处理方式很独特，想学习一下您的拍摄思路。
080b9e2c-480b-4a57-b5a5-55f990df095a,c34fd097-280c-4d7f-8d1d-bd642e5145ab,1,您好，关于拍摄的事，我这边有个截止日期，能不能加快一些？
5f3f9732-4c7e-4aee-8be1-da5bacd7ad22,0115a6bf-50fe-4877-928d-40015441e75f,1,你好，我们公司的视频业务需要一位像您这样的导演，期待与您合作。感谢关注
2d83f628-a4a2-48aa-baee-5b0144321df1,8249407a-66f1-492b-8e62-5f74c1ca73ab,1,
b1a811b0-0045-4088-8968-f0adceaa300e,95c909b8-842a-402b-8570-b60bec713822,1,
d61b921e-92ef-4e65-98c6-e5991aa47f18,17b9e642-9d8d-40cf-8c5f-06e25f0c7533,0,您好，请问您的视频中那个转场效果是怎么实现的？我看了之后非常喜欢，想跟您请教一下具体做法。谢谢哈
a9868aba-593a-43cd-b327-ca4fdba4e8ee,68dda926-35fa-406a-aa19-6fcc788a078e,0,您好，您拍外景需要提前多久预约？定金是多少。多谢啦
87f678b2-6e3b-4ad8-8a9a-f08f8057ae06,f86ba50a-ee84-4ff3-aee7-f1e7e92cf939,1,您好，我想长期找您拍品牌内容，能不能给个打包价。麻烦了
e9d055e6-cf5f-4f85-8ce2-7f97268825b0,d39ee27b-aa27-454d-9564-f74493823384,1,您好，我想长期找您拍品牌内容，能不能给个打包价？
6de106e9-f171-4065-a48e-40c40eec0db1,779a72fc-9f5a-4398-9e02-b22b1d43d6b5,0,您好，关于拍摄的事，我这边有个截止日期，能不能加快一些？
50980620-9329-4fbe-939b-17175a892788,36000a46-503b-4e57-a222-012f3648ac0b,0,你好，我们约定的时间快到了，想确认一下是否按计划进行。??
d0ab82ee-76ce-4806-bab0-be9f0325981c,a1f53554-d7d7-41ec-af06-221556852df9,1,您好，我们想跟您建立战略合作，想约个时间细聊。
951fe2a7-0596-4ec3-8774-84a99f8ea5cf,b5456c6e-2068-44ed-a947-25ecd9373d43,1,你好，您拍短视频的套餐价格是多少？包含后期吗？
1f3db407-1910-46d4-824e-12bfe89f28e1,15eb0ad1-ad5d-4d61-ba79-5b7f301abae0,0,你好，想催一下视频的进度，客户那边也在追问了。随时沟通
168ac6b9-f490-499a-a9b8-180491d7b44a,f1be9f38-f0df-48ed-9ecc-9875f0daef37,1,
770f3a8a-608a-45d9-a222-d4af51a44c63,2df260ba-5251-4e6d-8d07-962f3659aeba,1,你好，您上次说会考虑，现在有结论了吗？我在等您的回复。辛苦
dd248058-cf8d-41cb-ac77-a289cdade20a,e045814f-6db5-4cd6-aec3-542f64a6c062,0,您好，关于拍摄的细节，我建议用自然光拍摄，您觉得呢？
162dbb52-394d-4f07-b184-9d7c74dca692,0e9b173d-a983-4b55-88c2-03eee97c15d3,1,你好，你的作品获奖了吧？恭喜恭喜！
b5440655-3b95-4f33-9049-13987a378e4c,db2eefad-8fdb-4868-92a1-b3a163762018,0,你好，最近忙什么呢？一起约拍吧。多谢啦
5c796b53-3bbc-4d62-b3ec-d30fe891c079,5bd4e998-d58a-4507-9e92-39e5068d4b4a,0,你好，最近在忙什么？有没有新作品？求分享！
cb5a5729-ff78-4195-b6a9-eb8975b236db,1aed5d5f-ee87-4383-8405-5c3b3cde7347,0,您好，我们想跟您签一个独家合作协议，不知道您有没有意向？
8e6680fd-6387-4075-b701-7d8075f28b1d,c253faa0-74a6-4225-8731-cdff073711d1,0,您好，您做的案例很棒，我想照这个标准做，费用大概多少？
129d0326-8e68-47eb-a4b3-15782069b30d,3fbbb2ca-ad79-4ea5-bc21-dac76ab8e031,0,你好，我们有个长期的视频项目，需要稳定合作的团队，您有兴趣吗。期待合作
f6093b16-21e6-4009-a104-096e780c81da,532e7830-9a1c-4a8c-8032-2c28cbeaa7a5,1,您好，您的短片拍的太有意境了，请问那个场景是现场收音还是后期配的？
e2b62466-9e79-4d45-947a-1d643f3a29ac,9a32ce09-c97a-4d64-8f92-9c9f68990721,0,你好，我是某导演的朋友，他对您的作品赞不绝口，所以我来请教了。
32f8820a-fe00-4c79-b254-b2a492233708,e232d2f4-933c-4be7-81ef-843412b50f36,0,你好，您的作品很专业，我的预算是八千到一万，能做吗？
69d3a72d-4037-41bc-b62a-515ed4ee4986,b8a908db-650a-4250-b5d8-28c09e568fc0,1,你好，成片已发您微信，您看一下是否满意。等你消息
e39eafd3-77a9-4489-a354-4564ca0a6d15,deb3c252-d3e2-4724-abdd-f206f9af9c54,1,
d48f19a5-6b40-4ba3-80af-3a694dfd5ef5,12a99c3e-0ef1-46b7-875d-7cf8d537a4a5,0,
25823b26-9a13-4c6e-acba-56f80821617b,f0ee9c0d-9ef5-42f1-a00a-ccad68f11167,0,
d66ca89c-8e67-4e52-88e6-d5420fec5bcb,cfbc1c99-60d6-4fa9-9f05-56feba2ed1e2,1,嘿，最近有没有推荐的拍摄地？想出去拍点东西。
81ec7da9-694b-4424-a8ab-1950099b4bd6,1bc2ee3e-2a75-4242-a5b3-697ced19576d,0,你好，我有一个产品拍摄的项目想找您合作，大概需要两天，您报价多少？
5f91f6d5-8f3c-45a6-aeab-74943593190b,28b6d8ab-d2b5-4188-976a-7971848a9ae0,1,您好，针对您提出的要求，我的想法是先出样片再细调，我们具体再沟通。
288a2073-fbbd-4d04-8765-f23009020c07,cafd1b18-452f-4737-95b9-063a1f6e69bb,0,
006bbf72-5837-471c-8fc0-ca77f4262a95,ca33d5c4-48f8-4075-b5c3-dccbfe7ebabd,0,你好，样片收到了！很满意，但是音乐能不能稍微改一下？??
8adaa28a-acc0-4dd7-9c08-f53780c09f02,49b2d1b2-05a1-4010-ba39-1729a6cf8025,0,
9c8d7a8f-8efa-4281-87ed-01957540411c,1e7e8747-b75f-44d7-bd5c-e35fd3e46917,0,你好，想问一下修改什么时候能完成？客户在催了。谢谢
134fa061-7072-41c6-b3e1-c3f1cef56c5b,ffb23e26-c407-40fc-a56c-ff7f9329bfb8,0,你好，我有一个产品拍摄的项目想找您合作，大概需要两天，您报价多少？
29587b4c-e7ea-41bf-8e36-85d2d247fc1d,f6e5089b-5089-4210-9bed-f7d8eb3c5715,0,您好，我们正在筹备一个美食系列的拍摄，想邀请您作为特约摄影师参与。?
ff414a34-03bb-4aad-83be-251e74bf8cbe,a727bb0c-fd38-4a75-983a-5d5b6e0e0116,0,您好，上次聊的拍摄方案，您考虑得怎么样了？我这边挺着急的。感谢支持
33a94267-a41a-44a0-8f4e-aa4559bb1cda,c121ef91-9aee-4794-b776-ddc86ee32c5a,1,你好，好久不见，最近在拍什么有趣的内容吗？
