final_video_id,first_level_category_id,first_level_category_name,first_level_category_prob,second_level_category_id,second_level_category_name,second_level_category_prob,third_level_category_id,third_level_category_name,third_level_category_prob,fourth_level_category_id,fourth_level_category_name,fourth_level_category_prob
77,1,Asset,1.0,28.0,音乐现场,1.0,0,,0.0,0,,0.0
78,1,Asset,1.0,6.0,古风汉服,1.0,0,,0.0,0,,0.0
79,1,Asset,1.0,7.0,咖啡文化,1.0,0,,0.0,0,,0.0
80,1,Asset,1.0,15.0,民俗纪实,1.0,0,,0.0,0,,0.0
81,1,Asset,1.0,7.0,咖啡文化,1.0,0,,0.0,0,,0.0
82,1,Asset,1.0,15.0,民俗纪实,1.0,0,,0.0,0,,0.0
83,1,Asset,1.0,8.0,城市街拍,1.0,0,,0.0,0,,0.0
84,1,Asset,1.0,15.0,民俗纪实,1.0,0,,0.0,0,,0.0
85,1,Asset,1.0,8.0,城市街拍,1.0,0,,0.0,0,,0.0
86,1,Asset,1.0,9.0,婚礼现场,1.0,0,,0.0,0,,0.0
87,1,Asset,1.0,7.0,咖啡文化,1.0,0,,0.0,0,,0.0
88,1,Asset,1.0,14.0,校园生活,1.0,0,,0.0,0,,0.0
89,1,Asset,1.0,14.0,校园生活,1.0,0,,0.0,0,,0.0
90,1,Asset,1.0,23.0,美食探店,1.0,0,,0.0,0,,0.0
91,1,Asset,1.0,6.0,古风汉服,1.0,0,,0.0,0,,0.0
92,1,Asset,1.0,18.0,电竞比赛,1.0,0,,0.0,0,,0.0
93,1,Asset,1.0,8.0,城市街拍,1.0,0,,0.0,0,,0.0
94,1,Asset,1.0,1.0,二次元漫展,1.0,0,,0.0,0,,0.0
95,1,Asset,1.0,19.0,科技测评,1.0,0,,0.0,0,,0.0
96,1,Asset,1.0,1.0,二次元漫展,1.0,0,,0.0,0,,0.0
97,1,Asset,1.0,23.0,美食探店,1.0,0,,0.0,0,,0.0
98,1,Asset,1.0,11.0,户外旅行,1.0,0,,0.0,0,,0.0
99,1,Asset,1.0,9.0,婚礼现场,1.0,0,,0.0,0,,0.0
100,1,Asset,1.0,8.0,城市街拍,1.0,0,,0.0,0,,0.0
101,1,Asset,1.0,1.0,二次元漫展,1.0,0,,0.0,0,,0.0
102,1,Asset,1.0,10.0,家居装修,1.0,0,,0.0,0,,0.0
103,1,Asset,1.0,1.0,二次元漫展,1.0,0,,0.0,0,,0.0
104,1,Asset,1.0,26.0,萌宠日常,1.0,0,,0.0,0,,0.0
105,1,Asset,1.0,14.0,校园生活,1.0,0,,0.0,0,,0.0
106,1,Asset,1.0,18.0,电竞比赛,1.0,0,,0.0,0,,0.0
107,1,Asset,1.0,23.0,美食探店,1.0,0,,0.0,0,,0.0
108,1,Asset,1.0,28.0,音乐现场,1.0,0,,0.0,0,,0.0
109,1,Asset,1.0,6.0,古风汉服,1.0,0,,0.0,0,,0.0
110,1,Asset,1.0,14.0,校园生活,1.0,0,,0.0,0,,0.0
111,1,Asset,1.0,9.0,婚礼现场,1.0,0,,0.0,0,,0.0
112,1,Asset,1.0,10.0,家居装修,1.0,0,,0.0,0,,0.0
113,1,Asset,1.0,19.0,科技测评,1.0,0,,0.0,0,,0.0
114,1,Asset,1.0,14.0,校园生活,1.0,0,,0.0,0,,0.0
115,1,Asset,1.0,10.0,家居装修,1.0,0,,0.0,0,,0.0
116,1,Asset,1.0,10.0,家居装修,1.0,0,,0.0,0,,0.0
117,1,Asset,1.0,23.0,美食探店,1.0,0,,0.0,0,,0.0
118,1,Asset,1.0,8.0,城市街拍,1.0,0,,0.0,0,,0.0
119,1,Asset,1.0,26.0,萌宠日常,1.0,0,,0.0,0,,0.0
120,1,Asset,1.0,26.0,萌宠日常,1.0,0,,0.0,0,,0.0
121,1,Asset,1.0,8.0,城市街拍,1.0,0,,0.0,0,,0.0
122,1,Asset,1.0,18.0,电竞比赛,1.0,0,,0.0,0,,0.0
123,1,Asset,1.0,10.0,家居装修,1.0,0,,0.0,0,,0.0
124,1,Asset,1.0,7.0,咖啡文化,1.0,0,,0.0,0,,0.0
125,1,Asset,1.0,19.0,科技测评,1.0,0,,0.0,0,,0.0
126,1,Asset,1.0,18.0,电竞比赛,1.0,0,,0.0,0,,0.0
127,1,Asset,1.0,9.0,婚礼现场,1.0,0,,0.0,0,,0.0
128,1,Asset,1.0,8.0,城市街拍,1.0,0,,0.0,0,,0.0
129,1,Asset,1.0,1.0,二次元漫展,1.0,0,,0.0,0,,0.0
130,1,Asset,1.0,7.0,咖啡文化,1.0,0,,0.0,0,,0.0
131,1,Asset,1.0,11.0,户外旅行,1.0,0,,0.0,0,,0.0
132,1,Asset,1.0,8.0,城市街拍,1.0,0,,0.0,0,,0.0
133,1,Asset,1.0,28.0,音乐现场,1.0,0,,0.0,0,,0.0
134,1,Asset,1.0,6.0,古风汉服,1.0,0,,0.0,0,,0.0
135,1,Asset,1.0,9.0,婚礼现场,1.0,0,,0.0,0,,0.0
136,1,Asset,1.0,10.0,家居装修,1.0,0,,0.0,0,,0.0
137,1,Asset,1.0,9.0,婚礼现场,1.0,0,,0.0,0,,0.0
138,1,Asset,1.0,1.0,二次元漫展,1.0,0,,0.0,0,,0.0
139,1,Asset,1.0,26.0,萌宠日常,1.0,0,,0.0,0,,0.0
140,1,Asset,1.0,11.0,户外旅行,1.0,0,,0.0,0,,0.0
141,1,Asset,1.0,7.0,咖啡文化,1.0,0,,0.0,0,,0.0
142,1,Asset,1.0,7.0,咖啡文化,1.0,0,,0.0,0,,0.0
143,1,Asset,1.0,26.0,萌宠日常,1.0,0,,0.0,0,,0.0
144,1,Asset,1.0,26.0,萌宠日常,1.0,0,,0.0,0,,0.0
145,1,Asset,1.0,8.0,城市街拍,1.0,0,,0.0,0,,0.0
146,1,Asset,1.0,18.0,电竞比赛,1.0,0,,0.0,0,,0.0
147,1,Asset,1.0,8.0,城市街拍,1.0,0,,0.0,0,,0.0
148,1,Asset,1.0,11.0,户外旅行,1.0,0,,0.0,0,,0.0
149,1,Asset,1.0,23.0,美食探店,1.0,0,,0.0,0,,0.0
150,1,Asset,1.0,18.0,电竞比赛,1.0,0,,0.0,0,,0.0
151,1,Asset,1.0,1.0,二次元漫展,1.0,0,,0.0,0,,0.0
152,1,Asset,1.0,11.0,户外旅行,1.0,0,,0.0,0,,0.0
153,1,Asset,1.0,28.0,音乐现场,1.0,0,,0.0,0,,0.0
154,1,Asset,1.0,11.0,户外旅行,1.0,0,,0.0,0,,0.0
155,1,Asset,1.0,8.0,城市街拍,1.0,0,,0.0,0,,0.0
156,1,Asset,1.0,8.0,城市街拍,1.0,0,,0.0,0,,0.0
157,1,Asset,1.0,7.0,咖啡文化,1.0,0,,0.0,0,,0.0
158,1,Asset,1.0,1.0,二次元漫展,1.0,0,,0.0,0,,0.0
159,1,Asset,1.0,18.0,电竞比赛,1.0,0,,0.0,0,,0.0
160,1,Asset,1.0,11.0,户外旅行,1.0,0,,0.0,0,,0.0
161,1,Asset,1.0,23.0,美食探店,1.0,0,,0.0,0,,0.0
162,1,Asset,1.0,23.0,美食探店,1.0,0,,0.0,0,,0.0
163,1,Asset,1.0,15.0,民俗纪实,1.0,0,,0.0,0,,0.0
164,1,Asset,1.0,19.0,科技测评,1.0,0,,0.0,0,,0.0
165,1,Asset,1.0,26.0,萌宠日常,1.0,0,,0.0,0,,0.0
166,1,Asset,1.0,1.0,二次元漫展,1.0,0,,0.0,0,,0.0
167,1,Asset,1.0,15.0,民俗纪实,1.0,0,,0.0,0,,0.0
168,1,Asset,1.0,7.0,咖啡文化,1.0,0,,0.0,0,,0.0
169,1,Asset,1.0,6.0,古风汉服,1.0,0,,0.0,0,,0.0
170,1,Asset,1.0,7.0,咖啡文化,1.0,0,,0.0,0,,0.0
171,1,Asset,1.0,23.0,美食探店,1.0,0,,0.0,0,,0.0
172,1,Asset,1.0,9.0,婚礼现场,1.0,0,,0.0,0,,0.0
173,1,Asset,1.0,9.0,婚礼现场,1.0,0,,0.0,0,,0.0
174,1,Asset,1.0,10.0,家居装修,1.0,0,,0.0,0,,0.0
175,1,Asset,1.0,10.0,家居装修,1.0,0,,0.0,0,,0.0
176,1,Asset,1.0,1.0,二次元漫展,1.0,0,,0.0,0,,0.0
177,1,Asset,1.0,23.0,美食探店,1.0,0,,0.0,0,,0.0
178,1,Asset,1.0,15.0,民俗纪实,1.0,0,,0.0,0,,0.0
179,1,Asset,1.0,6.0,古风汉服,1.0,0,,0.0,0,,0.0
180,1,Asset,1.0,19.0,科技测评,1.0,0,,0.0,0,,0.0
181,1,Asset,1.0,10.0,家居装修,1.0,0,,0.0,0,,0.0
182,1,Asset,1.0,23.0,美食探店,1.0,0,,0.0,0,,0.0
183,1,Asset,1.0,6.0,古风汉服,1.0,0,,0.0,0,,0.0
184,1,Asset,1.0,10.0,家居装修,1.0,0,,0.0,0,,0.0
185,1,Asset,1.0,7.0,咖啡文化,1.0,0,,0.0,0,,0.0
186,1,Asset,1.0,8.0,城市街拍,1.0,0,,0.0,0,,0.0
187,1,Asset,1.0,19.0,科技测评,1.0,0,,0.0,0,,0.0
188,1,Asset,1.0,11.0,户外旅行,1.0,0,,0.0,0,,0.0
189,1,Asset,1.0,14.0,校园生活,1.0,0,,0.0,0,,0.0
190,1,Asset,1.0,18.0,电竞比赛,1.0,0,,0.0,0,,0.0
191,1,Asset,1.0,9.0,婚礼现场,1.0,0,,0.0,0,,0.0
192,1,Asset,1.0,23.0,美食探店,1.0,0,,0.0,0,,0.0
193,1,Asset,1.0,28.0,音乐现场,1.0,0,,0.0,0,,0.0
194,1,Asset,1.0,23.0,美食探店,1.0,0,,0.0,0,,0.0
195,1,Asset,1.0,9.0,婚礼现场,1.0,0,,0.0,0,,0.0
196,1,Asset,1.0,15.0,民俗纪实,1.0,0,,0.0,0,,0.0
197,1,Asset,1.0,7.0,咖啡文化,1.0,0,,0.0,0,,0.0
198,1,Asset,1.0,19.0,科技测评,1.0,0,,0.0,0,,0.0
199,1,Asset,1.0,6.0,古风汉服,1.0,0,,0.0,0,,0.0
200,1,Asset,1.0,10.0,家居装修,1.0,0,,0.0,0,,0.0
201,1,Asset,1.0,23.0,美食探店,1.0,0,,0.0,0,,0.0
202,1,Asset,1.0,9.0,婚礼现场,1.0,0,,0.0,0,,0.0
203,1,Asset,1.0,19.0,科技测评,1.0,0,,0.0,0,,0.0
204,1,Asset,1.0,26.0,萌宠日常,1.0,0,,0.0,0,,0.0
205,1,Asset,1.0,7.0,咖啡文化,1.0,0,,0.0,0,,0.0
206,1,Asset,1.0,11.0,户外旅行,1.0,0,,0.0,0,,0.0
207,1,Asset,1.0,26.0,萌宠日常,1.0,0,,0.0,0,,0.0
208,1,Asset,1.0,8.0,城市街拍,1.0,0,,0.0,0,,0.0
209,1,Asset,1.0,23.0,美食探店,1.0,0,,0.0,0,,0.0
210,1,Asset,1.0,28.0,音乐现场,1.0,0,,0.0,0,,0.0
211,1,Asset,1.0,26.0,萌宠日常,1.0,0,,0.0,0,,0.0
212,1,Asset,1.0,15.0,民俗纪实,1.0,0,,0.0,0,,0.0
213,1,Asset,1.0,1.0,二次元漫展,1.0,0,,0.0,0,,0.0
214,1,Asset,1.0,7.0,咖啡文化,1.0,0,,0.0,0,,0.0
215,1,Asset,1.0,10.0,家居装修,1.0,0,,0.0,0,,0.0
216,1,Asset,1.0,26.0,萌宠日常,1.0,0,,0.0,0,,0.0
217,1,Asset,1.0,11.0,户外旅行,1.0,0,,0.0,0,,0.0
218,1,Asset,1.0,6.0,古风汉服,1.0,0,,0.0,0,,0.0
219,1,Asset,1.0,19.0,科技测评,1.0,0,,0.0,0,,0.0
220,1,Asset,1.0,14.0,校园生活,1.0,0,,0.0,0,,0.0
221,1,Asset,1.0,6.0,古风汉服,1.0,0,,0.0,0,,0.0
222,1,Asset,1.0,14.0,校园生活,1.0,0,,0.0,0,,0.0
223,1,Asset,1.0,26.0,萌宠日常,1.0,0,,0.0,0,,0.0
224,1,Asset,1.0,9.0,婚礼现场,1.0,0,,0.0,0,,0.0
225,1,Asset,1.0,10.0,家居装修,1.0,0,,0.0,0,,0.0
226,1,Asset,1.0,26.0,萌宠日常,1.0,0,,0.0,0,,0.0
227,1,Asset,1.0,8.0,城市街拍,1.0,0,,0.0,0,,0.0
228,1,Asset,1.0,26.0,萌宠日常,1.0,0,,0.0,0,,0.0
229,1,Asset,1.0,19.0,科技测评,1.0,0,,0.0,0,,0.0
230,1,Asset,1.0,1.0,二次元漫展,1.0,0,,0.0,0,,0.0
231,1,Asset,1.0,7.0,咖啡文化,1.0,0,,0.0,0,,0.0
232,1,Asset,1.0,11.0,户外旅行,1.0,0,,0.0,0,,0.0
233,1,Asset,1.0,8.0,城市街拍,1.0,0,,0.0,0,,0.0
234,1,Asset,1.0,19.0,科技测评,1.0,0,,0.0,0,,0.0
235,1,Asset,1.0,18.0,电竞比赛,1.0,0,,0.0,0,,0.0
236,1,Asset,1.0,18.0,电竞比赛,1.0,0,,0.0,0,,0.0
237,1,Asset,1.0,15.0,民俗纪实,1.0,0,,0.0,0,,0.0
238,1,Asset,1.0,28.0,音乐现场,1.0,0,,0.0,0,,0.0
239,1,Asset,1.0,28.0,音乐现场,1.0,0,,0.0,0,,0.0
240,1,Asset,1.0,28.0,音乐现场,1.0,0,,0.0,0,,0.0
241,1,Asset,1.0,18.0,电竞比赛,1.0,0,,0.0,0,,0.0
242,1,Asset,1.0,10.0,家居装修,1.0,0,,0.0,0,,0.0
243,1,Asset,1.0,7.0,咖啡文化,1.0,0,,0.0,0,,0.0
244,1,Asset,1.0,26.0,萌宠日常,1.0,0,,0.0,0,,0.0
245,1,Asset,1.0,15.0,民俗纪实,1.0,0,,0.0,0,,0.0
246,1,Asset,1.0,18.0,电竞比赛,1.0,0,,0.0,0,,0.0
247,1,Asset,1.0,6.0,古风汉服,1.0,0,,0.0,0,,0.0
248,1,Asset,1.0,10.0,家居装修,1.0,0,,0.0,0,,0.0
249,1,Asset,1.0,15.0,民俗纪实,1.0,0,,0.0,0,,0.0
250,1,Asset,1.0,18.0,电竞比赛,1.0,0,,0.0,0,,0.0
251,1,Asset,1.0,6.0,古风汉服,1.0,0,,0.0,0,,0.0
252,1,Asset,1.0,26.0,萌宠日常,1.0,0,,0.0,0,,0.0
253,1,Asset,1.0,7.0,咖啡文化,1.0,0,,0.0,0,,0.0
254,1,Asset,1.0,19.0,科技测评,1.0,0,,0.0,0,,0.0
255,1,Asset,1.0,9.0,婚礼现场,1.0,0,,0.0,0,,0.0
256,1,Asset,1.0,18.0,电竞比赛,1.0,0,,0.0,0,,0.0
257,1,Asset,1.0,1.0,二次元漫展,1.0,0,,0.0,0,,0.0
258,1,Asset,1.0,10.0,家居装修,1.0,0,,0.0,0,,0.0
259,1,Asset,1.0,7.0,咖啡文化,1.0,0,,0.0,0,,0.0
260,1,Asset,1.0,8.0,城市街拍,1.0,0,,0.0,0,,0.0
261,1,Asset,1.0,26.0,萌宠日常,1.0,0,,0.0,0,,0.0
262,1,Asset,1.0,15.0,民俗纪实,1.0,0,,0.0,0,,0.0
263,1,Asset,1.0,26.0,萌宠日常,1.0,0,,0.0,0,,0.0
264,1,Asset,1.0,1.0,二次元漫展,1.0,0,,0.0,0,,0.0
265,1,Asset,1.0,6.0,古风汉服,1.0,0,,0.0,0,,0.0
266,1,Asset,1.0,28.0,音乐现场,1.0,0,,0.0,0,,0.0
267,1,Asset,1.0,1.0,二次元漫展,1.0,0,,0.0,0,,0.0
268,1,Asset,1.0,23.0,美食探店,1.0,0,,0.0,0,,0.0
269,1,Asset,1.0,15.0,民俗纪实,1.0,0,,0.0,0,,0.0
270,1,Asset,1.0,28.0,音乐现场,1.0,0,,0.0,0,,0.0
271,1,Asset,1.0,7.0,咖啡文化,1.0,0,,0.0,0,,0.0
272,1,Asset,1.0,26.0,萌宠日常,1.0,0,,0.0,0,,0.0
273,1,Asset,1.0,9.0,婚礼现场,1.0,0,,0.0,0,,0.0
274,1,Asset,1.0,11.0,户外旅行,1.0,0,,0.0,0,,0.0
275,1,Asset,1.0,8.0,城市街拍,1.0,0,,0.0,0,,0.0
276,1,Asset,1.0,18.0,电竞比赛,1.0,0,,0.0,0,,0.0
277,1,Asset,1.0,8.0,城市街拍,1.0,0,,0.0,0,,0.0
278,1,Asset,1.0,19.0,科技测评,1.0,0,,0.0,0,,0.0
279,1,Asset,1.0,18.0,电竞比赛,1.0,0,,0.0,0,,0.0
280,1,Asset,1.0,1.0,二次元漫展,1.0,0,,0.0,0,,0.0
281,1,Asset,1.0,6.0,古风汉服,1.0,0,,0.0,0,,0.0
282,1,Asset,1.0,6.0,古风汉服,1.0,0,,0.0,0,,0.0
283,1,Asset,1.0,10.0,家居装修,1.0,0,,0.0,0,,0.0
284,1,Asset,1.0,10.0,家居装修,1.0,0,,0.0,0,,0.0
285,1,Asset,1.0,6.0,古风汉服,1.0,0,,0.0,0,,0.0
286,1,Asset,1.0,26.0,萌宠日常,1.0,0,,0.0,0,,0.0
287,1,Asset,1.0,26.0,萌宠日常,1.0,0,,0.0,0,,0.0
288,1,Asset,1.0,9.0,婚礼现场,1.0,0,,0.0,0,,0.0
289,1,Asset,1.0,26.0,萌宠日常,1.0,0,,0.0,0,,0.0
290,1,Asset,1.0,28.0,音乐现场,1.0,0,,0.0,0,,0.0
291,1,Asset,1.0,14.0,校园生活,1.0,0,,0.0,0,,0.0
292,1,Asset,1.0,23.0,美食探店,1.0,0,,0.0,0,,0.0
293,1,Asset,1.0,28.0,音乐现场,1.0,0,,0.0,0,,0.0
294,1,Asset,1.0,19.0,科技测评,1.0,0,,0.0,0,,0.0
295,1,Asset,1.0,9.0,婚礼现场,1.0,0,,0.0,0,,0.0
296,1,Asset,1.0,10.0,家居装修,1.0,0,,0.0,0,,0.0
297,1,Asset,1.0,26.0,萌宠日常,1.0,0,,0.0,0,,0.0
298,1,Asset,1.0,14.0,校园生活,1.0,0,,0.0,0,,0.0
299,1,Asset,1.0,26.0,萌宠日常,1.0,0,,0.0,0,,0.0
300,1,Asset,1.0,14.0,校园生活,1.0,0,,0.0,0,,0.0
301,1,Asset,1.0,15.0,民俗纪实,1.0,0,,0.0,0,,0.0
302,1,Asset,1.0,7.0,咖啡文化,1.0,0,,0.0,0,,0.0
303,1,Asset,1.0,26.0,萌宠日常,1.0,0,,0.0,0,,0.0
304,1,Asset,1.0,28.0,音乐现场,1.0,0,,0.0,0,,0.0
305,1,Asset,1.0,10.0,家居装修,1.0,0,,0.0,0,,0.0
306,1,Asset,1.0,19.0,科技测评,1.0,0,,0.0,0,,0.0
307,1,Asset,1.0,6.0,古风汉服,1.0,0,,0.0,0,,0.0
308,1,Asset,1.0,26.0,萌宠日常,1.0,0,,0.0,0,,0.0
309,1,Asset,1.0,23.0,美食探店,1.0,0,,0.0,0,,0.0
310,1,Asset,1.0,10.0,家居装修,1.0,0,,0.0,0,,0.0
311,1,Asset,1.0,23.0,美食探店,1.0,0,,0.0,0,,0.0
312,1,Asset,1.0,14.0,校园生活,1.0,0,,0.0,0,,0.0
313,1,Asset,1.0,10.0,家居装修,1.0,0,,0.0,0,,0.0
314,1,Asset,1.0,1.0,二次元漫展,1.0,0,,0.0,0,,0.0
315,1,Asset,1.0,9.0,婚礼现场,1.0,0,,0.0,0,,0.0
316,1,Asset,1.0,23.0,美食探店,1.0,0,,0.0,0,,0.0
317,1,Asset,1.0,10.0,家居装修,1.0,0,,0.0,0,,0.0
318,1,Asset,1.0,8.0,城市街拍,1.0,0,,0.0,0,,0.0
319,1,Asset,1.0,9.0,婚礼现场,1.0,0,,0.0,0,,0.0
320,1,Asset,1.0,14.0,校园生活,1.0,0,,0.0,0,,0.0
321,1,Asset,1.0,15.0,民俗纪实,1.0,0,,0.0,0,,0.0
322,1,Asset,1.0,14.0,校园生活,1.0,0,,0.0,0,,0.0
323,1,Asset,1.0,19.0,科技测评,1.0,0,,0.0,0,,0.0
324,1,Asset,1.0,26.0,萌宠日常,1.0,0,,0.0,0,,0.0
325,1,Asset,1.0,1.0,二次元漫展,1.0,0,,0.0,0,,0.0
326,1,Asset,1.0,18.0,电竞比赛,1.0,0,,0.0,0,,0.0
327,1,Asset,1.0,8.0,城市街拍,1.0,0,,0.0,0,,0.0
328,1,Asset,1.0,9.0,婚礼现场,1.0,0,,0.0,0,,0.0
329,1,Asset,1.0,11.0,户外旅行,1.0,0,,0.0,0,,0.0
330,1,Asset,1.0,18.0,电竞比赛,1.0,0,,0.0,0,,0.0
331,1,Asset,1.0,7.0,咖啡文化,1.0,0,,0.0,0,,0.0
332,1,Asset,1.0,28.0,音乐现场,1.0,0,,0.0,0,,0.0
333,1,Asset,1.0,9.0,婚礼现场,1.0,0,,0.0,0,,0.0
334,1,Asset,1.0,18.0,电竞比赛,1.0,0,,0.0,0,,0.0
335,1,Asset,1.0,8.0,城市街拍,1.0,0,,0.0,0,,0.0
336,1,Asset,1.0,1.0,二次元漫展,1.0,0,,0.0,0,,0.0
337,1,Asset,1.0,7.0,咖啡文化,1.0,0,,0.0,0,,0.0
338,1,Asset,1.0,1.0,二次元漫展,1.0,0,,0.0,0,,0.0
339,1,Asset,1.0,23.0,美食探店,1.0,0,,0.0,0,,0.0
340,1,Asset,1.0,23.0,美食探店,1.0,0,,0.0,0,,0.0
341,1,Asset,1.0,6.0,古风汉服,1.0,0,,0.0,0,,0.0
