video_id,category_level_1,category_level_2
27763700-1ab8-4656-bdf4-e87f6f57d7cc,Asset,萌宠日常
a2f9a7d3-34a8-42c6-b8a1-5f415a396f53,Asset,二次元漫展
28cf1ecd-1bd4-4abb-8fde-3ff3fa29eb0a,Asset,校园生活
8fb0bbd9-825f-4951-a71a-04cec01b7adc,Asset,家居装修
59eda730-3f25-4308-928e-b54a4fb7e67f,Asset,户外旅行
9ff0e32b-79c2-4fae-8edf-538e9a18fa92,Asset,美食探店
3f1b9245-bdc9-4898-aad6-2cf6ae7c76fc,Asset,电竞比赛
49286518-0949-46b5-8dd1-98dea631c78b,Asset,咖啡文化
b7c63f44-9829-4d00-9a6b-9fd1e46a30c7,Asset,电竞比赛
961cbe9b-971e-4d13-a175-d537f3a00097,Asset,音乐现场
47e76684-b751-43e6-80e0-4dc4674440a9,Asset,古风汉服
491f0069-0214-4d68-bba5-f87011b1150e,Asset,咖啡文化
8987e9c9-7a8c-4b79-a6f6-f4870d0b0aa0,Asset,民俗纪实
6ed832ce-088b-41f1-a086-31bd8c572beb,Asset,咖啡文化
f3e89e48-f482-4e37-af2c-16020bfa02ed,Asset,民俗纪实
3ecdfd39-5550-4931-9040-961e918b479f,Asset,城市街拍
641ceaf1-e338-4cab-8530-35b917137829,Asset,民俗纪实
d521162f-f43e-4e4d-94ae-3a3abda84757,Asset,城市街拍
efcbf6c7-89ed-4d26-b1f7-6f10624533d4,Asset,婚礼现场
10c62130-636d-4543-b20c-f6c276fd540f,Asset,咖啡文化
5c75f535-b070-419e-ae7c-f40970506022,Asset,校园生活
b36cd9c4-9843-4731-b4f3-18484e2645f2,Asset,校园生活
ba2c602c-f22b-4e38-b86f-083f2fbc3117,Asset,美食探店
7a64b255-4844-475a-bb53-f9671be2be89,Asset,古风汉服
c816fdde-53d4-4edf-b9a8-56dd8380ae80,Asset,电竞比赛
99ad531d-4493-4d4e-b03f-9f13e1ee914d,Asset,城市街拍
d0bcc699-9b9c-4c1e-b91f-dddaeda542b2,Asset,二次元漫展
31e0434f-d3f5-458d-a52e-94e88888161c,Asset,科技测评
67da1c90-28a6-4d6b-934f-9389fba2fa72,Asset,二次元漫展
b667502f-5805-4714-8dab-570110677c7e,Asset,美食探店
cae494f7-93dc-4f66-a5f7-9a6b5979dd29,Asset,户外旅行
51f8adb4-c901-4f52-8061-6f679b41506c,Asset,婚礼现场
f9c72a68-8175-4fa7-a5b0-39e6043c8608,Asset,城市街拍
d24f879e-2a43-47dc-b2e5-c468447668a8,Asset,二次元漫展
6c6cf864-4878-4cfa-bc0d-7179bd0ba738,Asset,家居装修
fb140020-b058-426b-ae8e-bfb4469d6898,Asset,二次元漫展
bba04855-a0b7-424b-8ebd-398561aea1e4,Asset,萌宠日常
bf868fe9-ffbe-4b65-b335-e0dd1ce9445b,Asset,校园生活
7baa8f14-8dc5-4a41-9c92-900cc6096649,Asset,电竞比赛
10b369e1-bb75-4cf8-9527-42b3ddd48ad5,Asset,美食探店
d5bf02ca-3c27-4602-a108-58a425186976,Asset,音乐现场
b066274a-49ba-49d7-b8e0-160a0d8ebb9d,Asset,古风汉服
8b827fe9-005c-4734-944e-deda836151d9,Asset,校园生活
b7b5c608-ff2b-4446-bc1d-50964d880afa,Asset,婚礼现场
d8df21a1-f29e-4142-ae3b-b36a186a3b17,Asset,家居装修
67d973ae-cf66-404e-bf2b-93cb8b1cef73,Asset,科技测评
d673cb0e-36f4-40c2-ab48-71caeea7848e,Asset,校园生活
3a0bd357-71b9-4aa0-b41b-bfb28b5952c9,Asset,家居装修
415f506a-cfda-46fc-a2e6-139c60dbdd49,Asset,家居装修
a11bb359-dcd0-4a70-a300-f259f0b5399f,Asset,美食探店
275ea2b2-6f3b-4747-b598-9dd848b5c99d,Asset,城市街拍
e8edcfe6-f2ae-420c-b858-9ef1ac615445,Asset,萌宠日常
4a6f13c2-dc4e-42ea-9e03-7a72d8b89e38,Asset,萌宠日常
5c20dac3-3839-4bc0-9803-c21d8e2d87f2,Asset,城市街拍
7a0230c0-5ae0-4439-b004-8685c6513a88,Asset,电竞比赛
30308659-5549-42f5-bc7c-f8966a0dba1e,Asset,家居装修
723a0f0d-f9b4-4952-83db-6f5dd2c0bcb0,Asset,咖啡文化
46349cb7-b47e-4e09-92ba-7a8aeb3089c0,Asset,科技测评
abdb67e3-48f6-4868-b1d3-858a434e1145,Asset,电竞比赛
eed1932a-460b-468d-a502-3dfa9c81500b,Asset,婚礼现场
0741c26a-bf2f-4d87-8061-db493d0bf079,Asset,城市街拍
6f8ff315-65a1-44e8-b4ff-7705c3f03ee0,Asset,二次元漫展
a50ce4f1-ba2d-48be-a2aa-b871cf99d883,Asset,咖啡文化
82e61b3d-a2ca-4c3d-9985-c4fd86831c0c,Asset,户外旅行
77707427-0224-449f-b628-1c1c82a05c1b,Asset,城市街拍
c449546c-47f9-43c9-9d9f-4c7ebdcd14cb,Asset,音乐现场
dfec0f0c-96c0-49ab-8afe-8d64f3f2ebc8,Asset,古风汉服
bfcee3cc-e4dd-4d68-aa48-e6bbf1b5202e,Asset,婚礼现场
8a44963b-274f-4eb6-94f2-0bd680b5236c,Asset,家居装修
d2f07d6a-7417-43f7-bef9-25c3a0686bfb,Asset,婚礼现场
6e601691-e490-4d61-aeaa-eaa659477618,Asset,二次元漫展
b85bb8c4-a66c-4a30-a937-11b3ec19e3cc,Asset,萌宠日常
320b70e7-ded1-4747-bff7-5d0bb077e2d0,Asset,户外旅行
e5a778e0-34d2-404f-8305-91722942217e,Asset,咖啡文化
68898085-daf1-42bd-95f2-68734bcd00cb,Asset,咖啡文化
281de868-ce84-4e0e-bbcc-54b687e941ca,Asset,萌宠日常
16e86466-94f7-4c90-bf98-82811e0f45ff,Asset,萌宠日常
9a8dbf94-f59b-4cb7-aa70-33bbd99105ed,Asset,城市街拍
c091ec86-62ff-43d7-8acc-f33ca0b559c7,Asset,电竞比赛
a27c3126-a615-4e33-afe5-4df1485363c9,Asset,城市街拍
cc245111-96f9-4d81-8a3f-ec359166a6df,Asset,户外旅行
b9f5b3bc-3b43-4733-b76a-fd1c539a7cb8,Asset,美食探店
cf0cac0a-55eb-49ee-9108-0dbc9c2c974a,Asset,电竞比赛
c4103948-c48c-4174-8bb2-0e97e759975a,Asset,二次元漫展
fad0ed67-42e0-4b03-9490-83b2dcdf66ed,Asset,户外旅行
f9807cc9-962d-42d4-9dfb-72f944b11dc3,Asset,音乐现场
ee379f38-1d2e-4d3c-b2ff-2fdb68c6749d,Asset,户外旅行
fba78702-ce2b-4433-9724-fab175d305a7,Asset,城市街拍
78dc8078-f4fd-4d15-88af-760295aea049,Asset,城市街拍
d9b5081c-c145-4f15-a14f-6ceb65f87b4f,Asset,咖啡文化
429f4af3-619c-4b3c-bdef-c9e3a2f3b15e,Asset,二次元漫展
232e4733-1f5a-4c9d-89ca-c084cb973661,Asset,电竞比赛
6bf29a41-4243-4f2e-807f-4af0da9bc500,Asset,户外旅行
6abc145b-f8bf-474b-bace-a6ab45c64aba,Asset,美食探店
9c8d07b5-85d7-46a1-aafc-46742f90d700,Asset,美食探店
59d10e15-938a-459c-92a5-edb09439a9c7,Asset,民俗纪实
f69ca17f-6cf5-4419-bba0-7a7806e13c32,Asset,科技测评
9c2ff942-9ed8-452d-b96b-101e2d52c41f,Asset,萌宠日常
d1ea3e48-4ce5-400a-a5b6-e8384f25389e,Asset,二次元漫展
9268ca85-c6ad-49e7-ab17-aa982d5e88d0,Asset,民俗纪实
719ca111-73fc-4b27-8f21-363eb4d10b05,Asset,咖啡文化
740e561b-0e4e-456b-a872-99559643210c,Asset,古风汉服
dfcf3dd9-b932-43a1-9b5c-aa74407eac7f,Asset,咖啡文化
63f475d2-64f2-45fc-b7b8-65bcde3fe5e4,Asset,美食探店
2969da0a-e472-4d01-a643-2885f40df78a,Asset,婚礼现场
0b0611ba-26db-475a-afc0-a18f2f8454ae,Asset,婚礼现场
6b6c6123-b65d-4090-9b10-4b461473b84d,Asset,家居装修
9a9c51b7-ec7b-4c46-ae88-ba12b0a4f6d6,Asset,家居装修
06056ab1-8f52-4ca9-a8c1-1d488e9dce5e,Asset,二次元漫展
dd1560da-6332-4cc0-8b5d-64f0ef6d9e83,Asset,美食探店
9da74a3c-bfb2-42dc-af60-2afda2a405bd,Asset,民俗纪实
1013f299-8825-468f-a8e1-07c667f80434,Asset,古风汉服
245f310d-94e6-436a-9be6-719960a1f0f4,Asset,科技测评
a00a8284-d21e-4c30-b0fb-4ed2bcffe17c,Asset,家居装修
6bc7a8ba-43c5-4760-a0d2-28716792704a,Asset,美食探店
696867f7-364e-44df-948f-8b612fffa7ce,Asset,古风汉服
0b187261-93a9-47f5-881c-5602c109c88d,Asset,家居装修
f414afe3-7d10-42d6-a653-8d684c49f3b7,Asset,咖啡文化
7f92416d-1f4a-404a-8971-f9794aadce9e,Asset,城市街拍
0e54d7fb-7ba6-4196-b1c8-c21206937a5a,Asset,科技测评
4db4860b-75b5-4996-91a5-bcbd9fbf7ec7,Asset,户外旅行
d7abfc68-ae08-4fb6-92aa-9fa905aeeb79,Asset,校园生活
2ee1a0fc-0690-42ae-8b7d-87a944bbc015,Asset,电竞比赛
cea3cfef-7276-4c51-90e0-64d898973fd4,Asset,婚礼现场
5428e3f6-9647-4b96-ae82-d2d7c2b7e2d6,Asset,美食探店
9205acaf-72fb-41e2-b3cb-081e58d52873,Asset,音乐现场
776cfac3-4fe5-45c1-8e87-ef2f9b81f0fd,Asset,美食探店
59aa5388-2765-41b6-bf7a-216f60427674,Asset,婚礼现场
f032edcf-cecc-47c4-bdd3-ef0fb3614645,Asset,民俗纪实
4d56881d-4806-4fc6-a5ae-fa0390c6b9d4,Asset,咖啡文化
5f3847c4-a35c-4083-8575-e709a02e1f66,Asset,科技测评
4b86553d-8dbd-4be4-b474-05111d24f590,Asset,古风汉服
6c49fd7e-038b-493e-ab1b-6d63ddc3b9ef,Asset,家居装修
218c7f90-09be-44b6-9721-3c646c0d7500,Asset,美食探店
96ce4870-56b5-4833-9f0f-4c8013d83705,Asset,婚礼现场
43a88806-f354-42c7-8629-baee7c609ded,Asset,科技测评
9fe6d20e-7f22-46cb-97c3-03272ffebd79,Asset,萌宠日常
95d71943-c0d2-482c-b57b-7aa623a837ef,Asset,咖啡文化
78050de9-9556-4023-8933-a3b001fe3c3f,Asset,户外旅行
f5f73dc6-d2d7-4bdf-9ec1-1c33abeeb473,Asset,萌宠日常
30ac1257-afdc-4634-890f-6351ffbcb3d2,Asset,城市街拍
e0e08979-4e3a-40ef-9273-b6794943f6c0,Asset,美食探店
99c04fcb-a95a-4073-b387-a1275d34f56d,Asset,音乐现场
65ebcf3b-b4c6-4992-bcdb-313f678e9c59,Asset,萌宠日常
711959cf-2b07-4b5f-bb84-40c4db0cec1b,Asset,民俗纪实
2dc76077-5447-4ee1-adf0-564fc69f89c2,Asset,二次元漫展
1b748f79-af8f-4381-a29c-47418de51083,Asset,咖啡文化
4f0ba6bc-15f5-4ae9-a22a-341f24f5a773,Asset,家居装修
e0bca313-8a91-4877-8ccf-e36c3c977386,Asset,萌宠日常
040bf9d2-76e2-4c83-b243-cfc9dc800982,Asset,户外旅行
21135248-b3d6-4a63-8e61-dc0442adde51,Asset,古风汉服
00b69bd1-38f8-4027-b1ec-aaaca09979e9,Asset,科技测评
70d038cd-ea38-461b-9a88-506b01e40b43,Asset,校园生活
f2e3817f-e97c-4d22-bbb4-cd51bd87f0cb,Asset,古风汉服
1f66e73e-4ebf-4089-9612-82f844c522b6,Asset,校园生活
6ce306e3-f823-4882-9308-bbfb088771b3,Asset,萌宠日常
03211a38-0e24-4164-bc96-ce59a31d9e31,Asset,婚礼现场
606d3383-49f2-4f15-b757-8dc21de9bb04,Asset,家居装修
aa25b42d-5c77-4641-8b28-4bd5f141deeb,Asset,萌宠日常
a6f09adc-1d5e-4bce-b72a-5ca3f47885c4,Asset,城市街拍
7d88954d-a42c-4992-8f2b-ede25b3bf0f3,Asset,萌宠日常
54dba692-998e-44ed-9809-80e9d98cc28d,Asset,科技测评
a004fc47-2f9d-4907-a362-45e8297b70f2,Asset,二次元漫展
0b1c9437-a258-43e0-b50d-6b4352209877,Asset,咖啡文化
682827d8-c928-4f88-92ac-fb6590db8ebc,Asset,户外旅行
7b79e2c1-7bdc-4331-9764-1b08d071b080,Asset,城市街拍
0265f5a3-739b-4132-a420-3cb3997c682c,Asset,科技测评
a1bb09e5-b648-40b4-b3ff-dd88c4bbf3df,Asset,电竞比赛
d6541aa8-e98e-48c6-8727-a7d48825659b,Asset,电竞比赛
580cc355-eec2-4231-bd29-9390cad0aa86,Asset,民俗纪实
7ab2c225-c932-4416-a19b-3fd62c997c19,Asset,音乐现场
745b18dc-c1ee-4bff-86a7-e06d3e934f48,Asset,音乐现场
c21c2457-b462-4325-9931-b4896511c72f,Asset,音乐现场
59140f3a-4081-44f3-8309-961a273f0117,Asset,电竞比赛
61586ad0-2f9c-4613-be19-fd8bd15984f0,Asset,家居装修
b0d74752-cbd1-414a-8841-0b3d2d8c4f7d,Asset,咖啡文化
e405df4b-9354-40a9-b43a-e86ad1745aad,Asset,萌宠日常
196d6e5c-1019-482f-aa7f-420ac9c03814,Asset,民俗纪实
31c99eb2-1f37-4989-b06a-e01032100bfa,Asset,电竞比赛
21d3e3d0-e813-42a5-80de-f8336eccc466,Asset,古风汉服
9aa2128c-5e9f-4cb0-946d-b606f2f3dae7,Asset,家居装修
74a5d384-68a6-4ce0-9ca2-c8ffaf5eaabf,Asset,民俗纪实
5c2bdb2f-2221-4bc7-bad3-44faae84240b,Asset,电竞比赛
7a61500f-34c8-414b-ab4f-4a6984b1ae18,Asset,古风汉服
32d0377f-b146-440c-b53b-b02923988bae,Asset,萌宠日常
3041e859-18f6-4c95-ab8c-c0b26c404bf8,Asset,咖啡文化
d6526988-a6af-4041-a452-0b9720e95553,Asset,科技测评
644ecdd3-0cb9-4497-b68d-9c3c7b92889d,Asset,婚礼现场
5eb86606-356d-42db-a921-03c86818a69d,Asset,电竞比赛
75ebed58-f17d-434a-9e03-cbe800ee3be3,Asset,二次元漫展
9a8a8161-7233-469e-b32c-825d01d7c1ab,Asset,家居装修
95dd4bc5-fed2-4062-b9fc-c43f25e7ea0d,Asset,咖啡文化
7f514c31-9eb3-43d8-9cd8-bb0c6120a4b7,Asset,城市街拍
91216207-0257-43be-bebb-9d87325c799b,Asset,萌宠日常
3b120422-7090-44f6-a617-6fb8b9f5c1ab,Asset,民俗纪实
f5fbca38-14b6-4350-ac81-6f79d3a987e5,Asset,萌宠日常
d770da7a-d38f-4c9e-952d-39f1b616c6e2,Asset,二次元漫展
9ee2f048-497b-425c-9978-2c735cbaf10d,Asset,古风汉服
3cf681cf-87ae-4da2-8cb7-27e775374062,Asset,音乐现场
99f5ea27-6660-4d31-ac25-39a736c48b7b,Asset,二次元漫展
1a03c9d0-452b-47a7-9d41-d4e6de74f59b,Asset,美食探店
a8ec103e-da44-4a88-84e2-c4192dc8208c,Asset,民俗纪实
9a5c1162-2eff-4ac9-93fb-e6a82dc9bfba,Asset,音乐现场
83a14510-3ef5-4458-b3fc-6ff2910915a5,Asset,咖啡文化
dd4cd9ee-9973-4ff8-8f94-52d65f065ca0,Asset,萌宠日常
07526760-95ad-4a7e-b5fc-720db780e5b1,Asset,婚礼现场
0274de08-c292-4b35-869c-849fccf6e8b8,Asset,户外旅行
d32acc4d-766c-4c87-8aa4-6f0e90ff45de,Asset,城市街拍
24e6b645-9fe6-4230-8772-211a49e1e397,Asset,电竞比赛
ad6dca18-f77b-44af-a3e9-b170edfb97a6,Asset,城市街拍
0f71add2-f66f-45e2-9b4c-2fc9672570b9,Asset,科技测评
8023eaa5-ebcd-4371-8a72-80651577aec6,Asset,电竞比赛
eb327d20-cfc9-4145-8a90-b3de4b6e1f96,Asset,二次元漫展
c5449b8c-f974-4cb7-b77a-5f9a5340df1c,Asset,古风汉服
3b07c78e-11da-429d-a823-2eddd232b717,Asset,古风汉服
65902563-b291-4e77-85b3-203e45ee976b,Asset,家居装修
cbddfcda-d0fc-49ca-be7f-7c41198ac893,Asset,家居装修
6007afa4-78bd-4596-8b9d-ec90be5d1096,Asset,古风汉服
e311e34a-114c-49af-b35a-a6cf85b526d9,Asset,萌宠日常
92e75133-db60-4f3a-a09f-d21173fffb66,Asset,萌宠日常
c3636fd2-cf9e-42ed-b29a-00c5a3e6875f,Asset,婚礼现场
118b34d1-7587-4019-9792-5e40a18c367e,Asset,萌宠日常
1427e66a-d246-43b0-b02c-2268f99bc1c4,Asset,音乐现场
373ec291-5373-4271-82a0-ba37e7357029,Asset,校园生活
cf750c40-8326-4a17-bedf-54c026a34bbf,Asset,美食探店
28ff69e7-6c3f-4bf3-b349-42dd28a616bf,Asset,音乐现场
c463c611-6d50-4377-a4da-7fa860fd3a77,Asset,科技测评
b74cdc57-428a-459f-9eac-02ca3bab6f83,Asset,婚礼现场
9000717f-54fa-40c8-80fc-04d65e7a03ef,Asset,家居装修
883bcdf8-66db-46ca-8256-e5d6019dbf89,Asset,萌宠日常
c9a4f9e3-38bb-491e-b6b6-eb619fb8b3ed,Asset,校园生活
9ebb9e35-32e3-4400-97a2-f7c5991b1799,Asset,萌宠日常
60eace6d-3dbf-4a90-baa3-231b6b09a852,Asset,校园生活
a7ed5365-c361-4b46-badd-10be0b6b1942,Asset,民俗纪实
e0a070bd-ab7e-4236-9e33-a171b925e2c4,Asset,咖啡文化
a82a3189-4951-4fe7-8dd5-befe992f0e63,Asset,萌宠日常
c57f38b9-bca9-4a2a-9309-a5e0a2322ec6,Asset,音乐现场
10ffb0a8-6d85-42c5-83df-01f1193f7a22,Asset,家居装修
afc4ebd4-fffa-495d-b69f-3806adbed497,Asset,科技测评
1bb7423e-d4c3-4df8-b502-abb73afd1a96,Asset,古风汉服
76c4f1af-c7e0-4f61-8795-ef769c510ecf,Asset,萌宠日常
545fa5e9-ca3f-4877-8c02-d446e7d164cc,Asset,美食探店
bc14cff1-90f9-444b-8b8d-32c4354c2837,Asset,家居装修
36622130-8dab-45b1-8384-e7ccf00e4c53,Asset,美食探店
fc24e05f-5567-42d7-9936-4239699e66e9,Asset,校园生活
1c83ff1a-2d90-4a06-aa41-b0b2a281cb84,Asset,家居装修
54ec1b97-53f2-414a-95ba-71e7c8d881de,Asset,二次元漫展
cffa169c-e734-4cfe-bc6a-ca3d0aba1870,Asset,婚礼现场
b922fedd-1c9d-44f3-90e7-c696b8b2dc8d,Asset,美食探店
dd7784df-3e02-46fd-965b-a195aeb9ebd1,Asset,家居装修
2bd2365b-66e5-4739-b632-dda7bfa40f1b,Asset,城市街拍
e92f6e2a-c3cd-4f7e-8b7a-e34d128789c4,Asset,婚礼现场
2226c5ed-cd64-45f4-ad99-0d69cbd25d95,Asset,校园生活
dd85835e-bd4d-4c50-bf6e-79420c8f1b2a,Asset,民俗纪实
69dd0fd8-9f52-4075-9c0e-b9ee3967e0e3,Asset,校园生活
b69493e8-5f90-4523-a12a-5fae4c52e057,Asset,科技测评
a17860b0-fe2e-4e39-9d09-20af7d56e6a3,Asset,萌宠日常
090b765d-3b71-43e3-ab26-6e7f47ac0ba8,Asset,二次元漫展
a64b4f45-fe7c-451e-9bbc-3a98bc9609b8,Asset,电竞比赛
f8573a45-bed1-40a3-a75d-91a6a4d4c4f7,Asset,城市街拍
e647812d-f723-4c61-afaa-3d9be9d1aaf6,Asset,婚礼现场
fd8f44d1-5cf9-48de-8861-424ef0560b91,Asset,户外旅行
15c2067c-f900-4a0c-b567-b7ba15298dd4,Asset,电竞比赛
d4042853-e2ba-4385-9877-927645df12eb,Asset,咖啡文化
2c8d6d33-2938-43c7-aa28-f04f8f8447a4,Asset,音乐现场
3b736d62-3066-4866-94ab-6737f72b61e3,Asset,婚礼现场
79884315-2981-4bf0-b186-71adc813abed,Asset,电竞比赛
f90bca1e-b346-48fe-9614-6871a8ac386f,Asset,城市街拍
51d41c75-575b-4ea1-b7b3-4758803fca8e,Asset,二次元漫展
55be296f-405d-41cd-95ac-a96f01a979fc,Asset,咖啡文化
5748f6b3-4a14-476c-8263-4f20cd9ad148,Asset,二次元漫展
7a1ce77e-739e-4849-99f2-4654c3db01e5,Asset,美食探店
45c3209b-e1af-4dbe-9608-a49a17642b33,Asset,美食探店
ec553459-1746-4e1d-9944-281630dab058,Asset,古风汉服
2c83a684-b589-44d7-a104-bd18b13cfade,Asset,校园生活
d5a1a6ee-a586-4755-984a-c3fb25941244,Asset,咖啡文化
ab5d04c9-c115-44d7-87a0-837a2b731f68,Asset,婚礼现场
7baf1a2a-fed0-46b6-a4f5-a7e046cf0e7f,Asset,古风汉服
45ce6355-b3c2-4be5-9c7f-2f8155e97997,Asset,咖啡文化
81bb9246-d7c1-4d73-911d-4755e9792d81,Asset,咖啡文化
db9930b3-860e-4db3-9a7c-e9f9174103ee,Asset,家居装修
fe7a9be2-7663-454e-850c-aac2a25e1c25,Asset,户外旅行
0eef0537-4240-4e0c-b06b-5a5eb51fc310,Asset,户外旅行
d9c1d497-337b-4c6b-bf1a-4b9a9c56cd52,Asset,美食探店
f1024065-7580-4409-ac86-8a9a8e925e59,Asset,婚礼现场
a89ca950-7f21-4008-8c93-4e6bb47713bc,Asset,古风汉服
7132eb96-cec8-496e-b140-1cb398f6f40c,Asset,电竞比赛
7a4b6993-cc12-4a2b-954e-a9f25e587cd1,Asset,家居装修
9938518d-545e-43b2-a3ff-597ee0aaa9cf,Asset,二次元漫展
a4823e35-f0c9-4137-b01c-fa842d0f5db5,Asset,古风汉服
958f407f-78d6-46f4-91b7-01295bc8baed,Asset,萌宠日常
39af5b67-71ba-4051-ae10-721bae1e5a15,Asset,咖啡文化
0edbec79-03fd-478c-87ec-b2b6ff6d255a,Asset,民俗纪实
137349cb-a816-4f56-b86f-e3811e13b304,Asset,萌宠日常
dfa0272e-2a5e-4da2-9878-6fc55042494f,Asset,美食探店
107a6035-08c8-41eb-9ccf-13be3d3168bf,Asset,古风汉服
028c4e05-e833-4bff-b621-d8816c2a81e9,Asset,美食探店
e285b27b-80f0-43b6-9d6b-d2db44256751,Asset,校园生活
29836695-5ca0-4030-a47e-29182e1ab0cf,Asset,科技测评
42d7f783-6da6-4947-b6d6-05ed575e3b3e,Asset,科技测评
b2b61ed3-ebd7-4b9a-8d7e-25ca7e0eb601,Asset,美食探店
e45143ca-2b0e-48e3-9af9-3fb7b1e84d86,Asset,校园生活
55b09ab5-77e3-420b-ba73-1d7a4914cc7b,Asset,电竞比赛
0973491e-72cd-44be-a700-d279fcc2da64,Asset,民俗纪实
40d93f5f-c1ba-4af8-a258-8ecbe1649e0a,Asset,科技测评
54e1308d-57a8-4e89-a7e9-4fa5deed843b,Asset,二次元漫展
